collectID,relationship,collectTexture
4652,藏品材质,其他有机质
4653,藏品材质,瓷
4654,藏品材质,铜
4655,藏品材质,铜
4656,藏品材质,纸
4657,藏品材质,纸
4658,藏品材质,纸
4659,藏品材质,纸
4660,藏品材质,宝玉石
4661,藏品材质,宝玉石
4662,藏品材质,宝玉石
4663,藏品材质,纸
4664,藏品材质,其他金属
4665,藏品材质,铜
4666,藏品材质,铜
4667,藏品材质,宝玉石
4668,藏品材质,瓷
4669,藏品材质,其他有机质
4670,藏品材质,纸
4671,藏品材质,纸
4672,藏品材质,铜
4673,藏品材质,纸
4674,藏品材质,纸
4675,藏品材质,纸
4676,藏品材质,宝玉石
4677,藏品材质,丝
4678,藏品材质,宝玉石
4679,藏品材质,宝玉石
4680,藏品材质,其他金属
4681,藏品材质,铜
4682,藏品材质,铜
4683,藏品材质,铜
4684,藏品材质,宝玉石
4685,藏品材质,石
4686,藏品材质,瓷
4687,藏品材质,纸
4688,藏品材质,其他有机质
4689,藏品材质,纸
4690,藏品材质,纸
4691,藏品材质,铜
4692,藏品材质,纸
4693,藏品材质,纸
4694,藏品材质,纸
4695,藏品材质,宝玉石
4696,藏品材质,丝
4697,藏品材质,宝玉石
4698,藏品材质,宝玉石
4699,藏品材质,纸
4700,藏品材质,瓷
4701,藏品材质,"铁,铜"
4702,藏品材质,铜
4703,藏品材质,铜
4704,藏品材质,铜
4705,藏品材质,石
4706,藏品材质,瓷
4707,藏品材质,纸
4708,藏品材质,宝玉石
4709,藏品材质,骨角牙
4710,藏品材质,瓷
4711,藏品材质,纸
4712,藏品材质,铜
4713,藏品材质,纸
4714,藏品材质,纸
4715,藏品材质,纸
4716,藏品材质,金
4717,藏品材质,宝玉石
4718,藏品材质,宝玉石
4719,藏品材质,纸
4720,藏品材质,"铜,金"
4721,藏品材质,"铜,金"
4722,藏品材质,铜
4723,藏品材质,宝玉石
4724,藏品材质,石
4725,藏品材质,瓷
4726,藏品材质,铜
4727,藏品材质,纸
4728,藏品材质,纸
4729,藏品材质,其他有机质
4730,藏品材质,宝玉石
4731,藏品材质,纸
4732,藏品材质,丝
4733,藏品材质,铜
4734,藏品材质,纸
4735,藏品材质,纸
4736,藏品材质,纸
4737,藏品材质,瓷
4738,藏品材质,金
4739,藏品材质,纸
4740,藏品材质,纸
4741,藏品材质,宝玉石
4742,藏品材质,宝玉石
4743,藏品材质,纸
4744,藏品材质,瓷
4745,藏品材质,铜
4746,藏品材质,铜
4747,藏品材质,"铜,金"
4748,藏品材质,铜
4749,藏品材质,宝玉石
4750,藏品材质,瓷
4751,藏品材质,纸
4752,藏品材质,其他有机质
4753,藏品材质,宝玉石
4754,藏品材质,宝玉石
4755,藏品材质,纸
4756,藏品材质,瓷
4757,藏品材质,铜
4758,藏品材质,纸
4759,藏品材质,纸
4760,藏品材质,纸
4761,藏品材质,纸
4762,藏品材质,瓷
4763,藏品材质,纸
4764,藏品材质,金
4765,藏品材质,纸
4766,藏品材质,宝玉石
4767,藏品材质,宝玉石
4768,藏品材质,纸
4769,藏品材质,铜
4770,藏品材质,铜
4771,藏品材质,铜
4772,藏品材质,"铜,金"
4773,藏品材质,宝玉石
4774,藏品材质,石
4775,藏品材质,瓷
4776,藏品材质,铜
4777,藏品材质,其他有机质
4778,藏品材质,宝玉石
4779,藏品材质,纸
4780,藏品材质,铜
4781,藏品材质,纸
4782,藏品材质,纸
4783,藏品材质,其他有机质
4784,藏品材质,纸
4785,藏品材质,纸
4786,藏品材质,纸
4787,藏品材质,宝玉石
4788,藏品材质,宝玉石
4789,藏品材质,宝玉石
4790,藏品材质,纸
4791,藏品材质,铜
4792,藏品材质,"铜,金"
4793,藏品材质,"铜,金"
4794,藏品材质,铜
4795,藏品材质,宝玉石
4796,藏品材质,石
4797,藏品材质,瓷
4798,藏品材质,铜
4799,藏品材质,铜
4800,藏品材质,纸
4801,藏品材质,宝玉石
4802,藏品材质,宝玉石
4803,藏品材质,丝
4804,藏品材质,铜
4805,藏品材质,纸
4806,藏品材质,纸
4807,藏品材质,纸
4808,藏品材质,纸
4809,藏品材质,纸
4810,藏品材质,宝玉石
4811,藏品材质,丝
4812,藏品材质,宝玉石
4813,藏品材质,宝玉石
4814,藏品材质,纸
4815,藏品材质,铜
4816,藏品材质,铜
4817,藏品材质,铜
4818,藏品材质,铜
4819,藏品材质,宝玉石
4820,藏品材质,铜
4821,藏品材质,铜
4822,藏品材质,纸
4823,藏品材质,其他有机质
4824,藏品材质,宝玉石
4825,藏品材质,宝玉石
4826,藏品材质,瓷
4827,藏品材质,丝
4828,藏品材质,铜
4829,藏品材质,纸
4830,藏品材质,纸
4831,藏品材质,纸
4832,藏品材质,纸
4833,藏品材质,纸
4834,藏品材质,宝玉石
4835,藏品材质,宝玉石
4836,藏品材质,纸
4837,藏品材质,铜
4838,藏品材质,铜
4839,藏品材质,铜
4840,藏品材质,铜
4841,藏品材质,铜
4842,藏品材质,宝玉石
4843,藏品材质,石
4844,藏品材质,瓷
4845,藏品材质,铜
4846,藏品材质,铜
4847,藏品材质,纸
4848,藏品材质,宝玉石
4849,藏品材质,骨角牙
4850,藏品材质,瓷
4851,藏品材质,丝
4852,藏品材质,铜
4853,藏品材质,纸
4854,藏品材质,纸
4855,藏品材质,纸
4856,藏品材质,纸
4857,藏品材质,纸
4858,藏品材质,丝
4859,藏品材质,银
4860,藏品材质,纸
4861,藏品材质,宝玉石
4862,藏品材质,纸
4863,藏品材质,瓷
4864,藏品材质,铜
4865,藏品材质,宝玉石
4866,藏品材质,石
4867,藏品材质,瓷
4868,藏品材质,铜
4869,藏品材质,其他无机质
4870,藏品材质,其他有机质
4871,藏品材质,宝玉石
4872,藏品材质,铜
4873,藏品材质,铜
4874,藏品材质,纸
4875,藏品材质,丝
4876,藏品材质,纸
4877,藏品材质,纸
4878,藏品材质,纸
4879,藏品材质,纸
4880,藏品材质,"金,银"
4881,藏品材质,纸
4882,藏品材质,宝玉石
4883,藏品材质,纸
4884,藏品材质,瓷
4885,藏品材质,铜
4886,藏品材质,铜
4887,藏品材质,铜
4888,藏品材质,宝玉石
4889,藏品材质,石
4890,藏品材质,瓷
4891,藏品材质,铜
4892,藏品材质,其他无机质
4893,藏品材质,其他有机质
4894,藏品材质,宝玉石
4895,藏品材质,纸
4896,藏品材质,丝
4897,藏品材质,铜
4898,藏品材质,纸
4899,藏品材质,宝玉石
4900,藏品材质,纸
4901,藏品材质,纸
4902,藏品材质,纸
4903,藏品材质,纸
4904,藏品材质,"金,银"
4905,藏品材质,纸
4906,藏品材质,宝玉石
4907,藏品材质,纸
4908,藏品材质,"铜,金"
4909,藏品材质,铜
4910,藏品材质,铜
4911,藏品材质,宝玉石
4912,藏品材质,瓷
4913,藏品材质,瓷
4914,藏品材质,铜
4915,藏品材质,其他无机质
4916,藏品材质,纸
4917,藏品材质,其他有机质
4918,藏品材质,宝玉石
4919,藏品材质,瓷
4920,藏品材质,纸
4921,藏品材质,铜
4922,藏品材质,纸
4923,藏品材质,宝玉石
4924,藏品材质,"棉麻纤维,铜"
4925,藏品材质,纸
4926,藏品材质,纸
4927,藏品材质,纸
4928,藏品材质,纸
4929,藏品材质,纸
4930,藏品材质,丝
4931,藏品材质,纸
4932,藏品材质,宝玉石
4933,藏品材质,宝玉石
4934,藏品材质,纸
4935,藏品材质,铜
4936,藏品材质,铜
4937,藏品材质,铜
4938,藏品材质,铜
4939,藏品材质,铜
4940,藏品材质,宝玉石
4941,藏品材质,石
4942,藏品材质,铜
4943,藏品材质,其他有机质
4944,藏品材质,宝玉石
4945,藏品材质,宝玉石
4946,藏品材质,宝玉石
4947,藏品材质,骨角牙
4948,藏品材质,瓷
4949,藏品材质,瓷
4950,藏品材质,纸
4951,藏品材质,铜
4952,藏品材质,丝
4953,藏品材质,纸
4954,藏品材质,纸
4955,藏品材质,纸
4956,藏品材质,纸
4957,藏品材质,丝
4958,藏品材质,宝玉石
4959,藏品材质,宝玉石
4960,藏品材质,纸
4961,藏品材质,铜
4962,藏品材质,铜
4963,藏品材质,铜
4964,藏品材质,宝玉石
4965,藏品材质,石
4966,藏品材质,铜
4967,藏品材质,纸
4968,藏品材质,其他有机质
4969,藏品材质,宝玉石
4970,藏品材质,宝玉石
4971,藏品材质,宝玉石
4972,藏品材质,骨角牙
4973,藏品材质,纸
4974,藏品材质,瓷
4975,藏品材质,瓷
4976,藏品材质,纸
4977,藏品材质,其他金属
4978,藏品材质,铜
4979,藏品材质,纸
4980,藏品材质,纸
4981,藏品材质,纸
4982,藏品材质,纸
4983,藏品材质,纸
4984,藏品材质,丝
4985,藏品材质,宝玉石
4986,藏品材质,宝玉石
4987,藏品材质,纸
4988,藏品材质,"铜,金"
4989,藏品材质,铜
4990,藏品材质,铜
4991,藏品材质,宝玉石
4992,藏品材质,石
4993,藏品材质,瓷
4994,藏品材质,铜
4995,藏品材质,铜
4996,藏品材质,纸
4997,藏品材质,其他有机质
4998,藏品材质,宝玉石
4999,藏品材质,宝玉石
5000,藏品材质,宝玉石
5001,藏品材质,骨角牙
5002,藏品材质,丝
5003,藏品材质,瓷
5004,藏品材质,纸
5005,藏品材质,铜
5006,藏品材质,纸
5007,藏品材质,纸
5008,藏品材质,纸
5009,藏品材质,纸
5010,藏品材质,纸
5011,藏品材质,纸
5012,藏品材质,丝
5013,藏品材质,宝玉石
5014,藏品材质,"木,骨角牙"
5015,藏品材质,"铜,金"
5016,藏品材质,铜
5017,藏品材质,铜
5018,藏品材质,宝玉石
5019,藏品材质,瓷
5020,藏品材质,铜
5021,藏品材质,铜
5022,藏品材质,纸
5023,藏品材质,纸
5024,藏品材质,"毛,瓷"
5025,藏品材质,宝玉石
5026,藏品材质,宝玉石
5027,藏品材质,宝玉石
5028,藏品材质,骨角牙
5029,藏品材质,纸
5030,藏品材质,纸
5031,藏品材质,铁
5032,藏品材质,铜
5033,藏品材质,纸
5034,藏品材质,纸
5035,藏品材质,纸
5036,藏品材质,纸
5037,藏品材质,纸
5038,藏品材质,丝
5039,藏品材质,宝玉石
5040,藏品材质,"骨角牙,其他植物质"
5041,藏品材质,丝
5042,藏品材质,铜
5043,藏品材质,铜
5044,藏品材质,铜
5045,藏品材质,宝玉石
5046,藏品材质,石
5047,藏品材质,瓷
5048,藏品材质,铜
5049,藏品材质,铜
5050,藏品材质,纸
5051,藏品材质,"毛,瓷"
5052,藏品材质,宝玉石
5053,藏品材质,宝玉石
5054,藏品材质,骨角牙
5055,藏品材质,瓷
5056,藏品材质,纸
5057,藏品材质,铜
5058,藏品材质,纸
5059,藏品材质,纸
5060,藏品材质,丝
5061,藏品材质,纸
5062,藏品材质,宝玉石
5063,藏品材质,"木,其他植物质"
5064,藏品材质,纸
5065,藏品材质,铜
5066,藏品材质,铜
5067,藏品材质,铜
5068,藏品材质,石
5069,藏品材质,瓷
5070,藏品材质,铜
5071,藏品材质,铜
5072,藏品材质,"木,毛,骨角牙"
5073,藏品材质,宝玉石
5074,藏品材质,宝玉石
5075,藏品材质,宝玉石
5076,藏品材质,骨角牙
5077,藏品材质,瓷
5078,藏品材质,纸
5079,藏品材质,铜
5080,藏品材质,纸
5081,藏品材质,纸
5082,藏品材质,"棉麻纤维,铜,其他无机质"
5083,藏品材质,纸
5084,藏品材质,纸
5085,藏品材质,纸
5086,藏品材质,丝
5087,藏品材质,其他有机质
5088,藏品材质,宝玉石
5089,藏品材质,其他植物质
5090,藏品材质,纸
5091,藏品材质,"铜,金"
5092,藏品材质,铜
5093,藏品材质,竹
5094,藏品材质,瓷
5095,藏品材质,铜
5096,藏品材质,纸
5097,藏品材质,宝玉石
5098,藏品材质,宝玉石
5099,藏品材质,宝玉石
5100,藏品材质,骨角牙
5101,藏品材质,瓷
5102,藏品材质,纸
5103,藏品材质,铜
5104,藏品材质,纸
5105,藏品材质,"木,铁"
5106,藏品材质,纸
5107,藏品材质,纸
5108,藏品材质,纸
5109,藏品材质,纸
5110,藏品材质,竹
5111,藏品材质,宝玉石
5112,藏品材质,纸
5113,藏品材质,铜
5114,藏品材质,铜
5115,藏品材质,铜
5116,藏品材质,宝玉石
5117,藏品材质,铜
5118,藏品材质,纸
5119,藏品材质,纸
5120,藏品材质,纸
5121,藏品材质,宝玉石
5122,藏品材质,宝玉石
5123,藏品材质,宝玉石
5124,藏品材质,瓷
5125,藏品材质,铜
5126,藏品材质,纸
5127,藏品材质,纸
5128,藏品材质,"其他有机质,其他金属"
5129,藏品材质,纸
5130,藏品材质,纸
5131,藏品材质,纸
5132,藏品材质,纸
5133,藏品材质,宝玉石
5134,藏品材质,"铜,金"
5135,藏品材质,"铜,金"
5136,藏品材质,铜
5137,藏品材质,宝玉石
5138,藏品材质,铜
5139,藏品材质,铜
5140,藏品材质,纸
5141,藏品材质,纸
5142,藏品材质,纸
5143,藏品材质,宝玉石
5144,藏品材质,宝玉石
5145,藏品材质,宝玉石
5146,藏品材质,纸
5147,藏品材质,瓷
5148,藏品材质,铜
5149,藏品材质,纸
5150,藏品材质,"皮革,其他金属"
5151,藏品材质,纸
5152,藏品材质,丝
5153,藏品材质,丝
5154,藏品材质,宝玉石
5155,藏品材质,铜
5156,藏品材质,铜
5157,藏品材质,铜
5158,藏品材质,宝玉石
5159,藏品材质,铜
5160,藏品材质,铜
5161,藏品材质,纸
5162,藏品材质,纸
5163,藏品材质,纸
5164,藏品材质,宝玉石
5165,藏品材质,宝玉石
5166,藏品材质,纸
5167,藏品材质,铜
5168,藏品材质,其他金属
5169,藏品材质,其他金属
5170,藏品材质,纸
5171,藏品材质,丝
5172,藏品材质,丝
5173,藏品材质,纸
5174,藏品材质,宝玉石
5175,藏品材质,纸
5176,藏品材质,铜
5177,藏品材质,铜
5178,藏品材质,竹
5179,藏品材质,木
5180,藏品材质,瓷
5181,藏品材质,铜
5182,藏品材质,铜
5183,藏品材质,纸
5184,藏品材质,宝玉石
5185,藏品材质,宝玉石
5186,藏品材质,宝玉石
5187,藏品材质,骨角牙
5188,藏品材质,铜
5189,藏品材质,铜
5190,藏品材质,其他金属
5191,藏品材质,其他有机质
5192,藏品材质,纸
5193,藏品材质,瓷
5194,藏品材质,纸
5195,藏品材质,纸
5196,藏品材质,纸
5197,藏品材质,纸
5198,藏品材质,丝
5199,藏品材质,宝玉石
5200,藏品材质,铜
5201,藏品材质,纸
5202,藏品材质,"铜,金"
5203,藏品材质,铜
5204,藏品材质,铜
5205,藏品材质,宝玉石
5206,藏品材质,瓷
5207,藏品材质,铜
5208,藏品材质,纸
5209,藏品材质,宝玉石
5210,藏品材质,宝玉石
5211,藏品材质,宝玉石
5212,藏品材质,骨角牙
5213,藏品材质,瓷
5214,藏品材质,铜
5215,藏品材质,铜
5216,藏品材质,其他金属
5217,藏品材质,其他有机质
5218,藏品材质,纸
5219,藏品材质,纸
5220,藏品材质,纸
5221,藏品材质,纸
5222,藏品材质,铜
5223,藏品材质,纸
5224,藏品材质,丝
5225,藏品材质,纸
5226,藏品材质,宝玉石
5227,藏品材质,铜
5228,藏品材质,纸
5229,藏品材质,"铜,金"
5230,藏品材质,铜
5231,藏品材质,铜
5232,藏品材质,宝玉石
5233,藏品材质,木
5234,藏品材质,铜
5235,藏品材质,铜
5236,藏品材质,纸
5237,藏品材质,纸
5238,藏品材质,宝玉石
5239,藏品材质,宝玉石
5240,藏品材质,宝玉石
5241,藏品材质,骨角牙
5242,藏品材质,铜
5243,藏品材质,其他金属
5244,藏品材质,纸
5245,藏品材质,纸
5246,藏品材质,纸
5247,藏品材质,纸
5248,藏品材质,纸
5249,藏品材质,纸
5250,藏品材质,纸
5251,藏品材质,"木,纸,其他植物质"
5252,藏品材质,宝玉石
5253,藏品材质,纸
5254,藏品材质,"铜,金"
5255,藏品材质,"铜,金"
5256,藏品材质,铜
5257,藏品材质,宝玉石
5258,藏品材质,铜
5259,藏品材质,铜
5260,藏品材质,纸
5261,藏品材质,其他有机质
5262,藏品材质,宝玉石
5263,藏品材质,宝玉石
5264,藏品材质,宝玉石
5265,藏品材质,骨角牙
5266,藏品材质,纸
5267,藏品材质,铜
5268,藏品材质,铜
5269,藏品材质,纸
5270,藏品材质,纸
5271,藏品材质,纸
5272,藏品材质,丝
5273,藏品材质,纸
5274,藏品材质,纸
5275,藏品材质,宝玉石
5276,藏品材质,铜
5277,藏品材质,纸
5278,藏品材质,铜
5279,藏品材质,铜
5280,藏品材质,铜
5281,藏品材质,宝玉石
5282,藏品材质,木
5283,藏品材质,铜
5284,藏品材质,纸
5285,藏品材质,其他有机质
5286,藏品材质,宝玉石
5287,藏品材质,宝玉石
5288,藏品材质,宝玉石
5289,藏品材质,骨角牙
5290,藏品材质,纸
5291,藏品材质,宝玉石
5292,藏品材质,铜
5293,藏品材质,铜
5294,藏品材质,纸
5295,藏品材质,纸
5296,藏品材质,纸
5297,藏品材质,纸
5298,藏品材质,石
5299,藏品材质,纸
5300,藏品材质,纸
5301,藏品材质,纸
5302,藏品材质,宝玉石
5303,藏品材质,铜
5304,藏品材质,纸
5305,藏品材质,铜
5306,藏品材质,铜
5307,藏品材质,铜
5308,藏品材质,宝玉石
5309,藏品材质,竹
5310,藏品材质,铜
5311,藏品材质,铜
5312,藏品材质,丝
5313,藏品材质,纸
5314,藏品材质,其他有机质
5315,藏品材质,宝玉石
5316,藏品材质,宝玉石
5317,藏品材质,宝玉石
5318,藏品材质,骨角牙
5319,藏品材质,宝玉石
5320,藏品材质,铜
5321,藏品材质,铜
5322,藏品材质,铜
5323,藏品材质,纸
5324,藏品材质,纸
5325,藏品材质,纸
5326,藏品材质,纸
5327,藏品材质,纸
5328,藏品材质,石
5329,藏品材质,纸
5330,藏品材质,宝玉石
5331,藏品材质,"铜,金"
5332,藏品材质,纸
5333,藏品材质,"铜,金"
5334,藏品材质,铜
5335,藏品材质,铜
5336,藏品材质,瓷
5337,藏品材质,铜
5338,藏品材质,铜
5339,藏品材质,纸
5340,藏品材质,其他有机质
5341,藏品材质,宝玉石
5342,藏品材质,宝玉石
5343,藏品材质,宝玉石
5344,藏品材质,骨角牙
5345,藏品材质,纸
5346,藏品材质,瓷
5347,藏品材质,铜
5348,藏品材质,宝玉石
5349,藏品材质,铜
5350,藏品材质,纸
5351,藏品材质,纸
5352,藏品材质,纸
5353,藏品材质,纸
5354,藏品材质,丝
5355,藏品材质,石
5356,藏品材质,丝
5357,藏品材质,宝玉石
5358,藏品材质,"铜,宝玉石,金"
5359,藏品材质,丝
5360,藏品材质,铜
5361,藏品材质,铜
5362,藏品材质,竹
5363,藏品材质,铜
5364,藏品材质,铜
5365,藏品材质,丝
5366,藏品材质,纸
5367,藏品材质,其他有机质
5368,藏品材质,宝玉石
5369,藏品材质,宝玉石
5370,藏品材质,宝玉石
5371,藏品材质,铜
5372,藏品材质,宝玉石
5373,藏品材质,铜
5374,藏品材质,纸
5375,藏品材质,纸
5376,藏品材质,纸
5377,藏品材质,纸
5378,藏品材质,石
5379,藏品材质,纸
5380,藏品材质,纸
5381,藏品材质,纸
5382,藏品材质,宝玉石
5383,藏品材质,"铜,金"
5384,藏品材质,纸
5385,藏品材质,铜
5386,藏品材质,铜
5387,藏品材质,木
5388,藏品材质,铜
5389,藏品材质,纸
5390,藏品材质,其他有机质
5391,藏品材质,宝玉石
5392,藏品材质,宝玉石
5393,藏品材质,宝玉石
5394,藏品材质,铜
5395,藏品材质,铜
5396,藏品材质,纸
5397,藏品材质,纸
5398,藏品材质,纸
5399,藏品材质,纸
5400,藏品材质,纸
5401,藏品材质,石
5402,藏品材质,丝
5403,藏品材质,纸
5404,藏品材质,宝玉石
5405,藏品材质,"铜,金"
5406,藏品材质,纸
5407,藏品材质,铜
5408,藏品材质,铜
5409,藏品材质,木
5410,藏品材质,铜
5411,藏品材质,纸
5412,藏品材质,纸
5413,藏品材质,其他有机质
5414,藏品材质,宝玉石
5415,藏品材质,宝玉石
5416,藏品材质,"宝玉石,银"
5417,藏品材质,骨角牙
5418,藏品材质,纸
5419,藏品材质,铜
5420,藏品材质,石
5421,藏品材质,铜
5422,藏品材质,纸
5423,藏品材质,纸
5424,藏品材质,纸
5425,藏品材质,纸
5426,藏品材质,石
5427,藏品材质,丝
5428,藏品材质,纸
5429,藏品材质,纸
5430,藏品材质,宝玉石
5431,藏品材质,铜
5432,藏品材质,丝
5433,藏品材质,铜
5434,藏品材质,铜
5435,藏品材质,木
5436,藏品材质,铜
5437,藏品材质,丝
5438,藏品材质,其他有机质
5439,藏品材质,宝玉石
5440,藏品材质,宝玉石
5441,藏品材质,宝玉石
5442,藏品材质,骨角牙
5443,藏品材质,纸
5444,藏品材质,石
5445,藏品材质,铜
5446,藏品材质,纸
5447,藏品材质,纸
5448,藏品材质,纸
5449,藏品材质,铁
5450,藏品材质,其他无机质
5451,藏品材质,丝
5452,藏品材质,纸
5453,藏品材质,宝玉石
5454,藏品材质,"皮革,玻璃,铜,宝玉石,其他无机质"
5455,藏品材质,纸
5456,藏品材质,铜
5457,藏品材质,"铜,金"
5458,藏品材质,宝玉石
5459,藏品材质,瓷
5460,藏品材质,铜
5461,藏品材质,瓷
5462,藏品材质,铜
5463,藏品材质,纸
5464,藏品材质,其他有机质
5465,藏品材质,宝玉石
5466,藏品材质,宝玉石
5467,藏品材质,宝玉石
5468,藏品材质,瓷
5469,藏品材质,铜
5470,藏品材质,铜
5471,藏品材质,纸
5472,藏品材质,丝
5473,藏品材质,纸
5474,藏品材质,纸
5475,藏品材质,纸
5476,藏品材质,纸
5477,藏品材质,纸
5478,藏品材质,纸
5479,藏品材质,丝
5480,藏品材质,宝玉石
5481,藏品材质,纸
5482,藏品材质,"铜,金"
5483,藏品材质,铜
5484,藏品材质,铜
5485,藏品材质,宝玉石
5486,藏品材质,铜
5487,藏品材质,瓷
5488,藏品材质,其他有机质
5489,藏品材质,宝玉石
5490,藏品材质,宝玉石
5491,藏品材质,宝玉石
5492,藏品材质,宝玉石
5493,藏品材质,纸
5494,藏品材质,铜
5495,藏品材质,纸
5496,藏品材质,纸
5497,藏品材质,纸
5498,藏品材质,丝
5499,藏品材质,丝
5500,藏品材质,丝
5501,藏品材质,宝玉石
5502,藏品材质,丝
5503,藏品材质,纸
5504,藏品材质,铜
5505,藏品材质,铜
5506,藏品材质,铜
5507,藏品材质,竹
5508,藏品材质,铜
5509,藏品材质,铜
5510,藏品材质,纸
5511,藏品材质,纸
5512,藏品材质,"毛,瓷"
5513,藏品材质,宝玉石
5514,藏品材质,宝玉石
5515,藏品材质,宝玉石
5516,藏品材质,宝玉石
5517,藏品材质,瓷
5518,藏品材质,铜
5519,藏品材质,铜
5520,藏品材质,纸
5521,藏品材质,纸
5522,藏品材质,丝
5523,藏品材质,丝
5524,藏品材质,丝
5525,藏品材质,丝
5526,藏品材质,纸
5527,藏品材质,纸
5528,藏品材质,宝玉石
5529,藏品材质,瓷
5530,藏品材质,纸
5531,藏品材质,铜
5532,藏品材质,铜
5533,藏品材质,宝玉石
5534,藏品材质,木
5535,藏品材质,铜
5536,藏品材质,纸
5537,藏品材质,宝玉石
5538,藏品材质,宝玉石
5539,藏品材质,丝
5540,藏品材质,瓷
5541,藏品材质,铜
5542,藏品材质,纸
5543,藏品材质,纸
5544,藏品材质,纸
5545,藏品材质,纸
5546,藏品材质,纸
5547,藏品材质,纸
5548,藏品材质,宝玉石
5549,藏品材质,丝
5550,藏品材质,纸
5551,藏品材质,铜
5552,藏品材质,铜
5553,藏品材质,铜
5554,藏品材质,竹
5555,藏品材质,铜
5556,藏品材质,纸
5557,藏品材质,纸
5558,藏品材质,宝玉石
5559,藏品材质,宝玉石
5560,藏品材质,宝玉石
5561,藏品材质,瓷
5562,藏品材质,铜
5563,藏品材质,纸
5564,藏品材质,纸
5565,藏品材质,丝
5566,藏品材质,丝
5567,藏品材质,纸
5568,藏品材质,纸
5569,藏品材质,宝玉石
5570,藏品材质,瓷
5571,藏品材质,纸
5572,藏品材质,纸
5573,藏品材质,铜
5574,藏品材质,铜
5575,藏品材质,铜
5576,藏品材质,宝玉石
5577,藏品材质,竹
5578,藏品材质,瓷
5579,藏品材质,铜
5580,藏品材质,纸
5581,藏品材质,丝
5582,藏品材质,宝玉石
5583,藏品材质,宝玉石
5584,藏品材质,宝玉石
5585,藏品材质,纸
5586,藏品材质,瓷
5587,藏品材质,铜
5588,藏品材质,铜
5589,藏品材质,纸
5590,藏品材质,丝
5591,藏品材质,纸
5592,藏品材质,纸
5593,藏品材质,宝玉石
5594,藏品材质,纸
5595,藏品材质,纸
5596,藏品材质,纸
5597,藏品材质,铜
5598,藏品材质,铜
5599,藏品材质,铜
5600,藏品材质,宝玉石
5601,藏品材质,木
5602,藏品材质,铜
5603,藏品材质,铜
5604,藏品材质,纸
5605,藏品材质,纸
5606,藏品材质,宝玉石
5607,藏品材质,宝玉石
5608,藏品材质,宝玉石
5609,藏品材质,铜
5610,藏品材质,纸
5611,藏品材质,纸
5612,藏品材质,纸
5613,藏品材质,纸
5614,藏品材质,纸
5615,藏品材质,宝玉石
5616,藏品材质,纸
5617,藏品材质,纸
5618,藏品材质,纸
5619,藏品材质,铜
5620,藏品材质,铜
5621,藏品材质,铜
5622,藏品材质,铜
5623,藏品材质,竹
5624,藏品材质,铜
5625,藏品材质,铜
5626,藏品材质,纸
5627,藏品材质,纸
5628,藏品材质,宝玉石
5629,藏品材质,宝玉石
5630,藏品材质,宝玉石
5631,藏品材质,宝玉石
5632,藏品材质,瓷
5633,藏品材质,铜
5634,藏品材质,铜
5635,藏品材质,铜
5636,藏品材质,铜
5637,藏品材质,纸
5638,藏品材质,纸
5639,藏品材质,纸
5640,藏品材质,纸
5641,藏品材质,纸
5642,藏品材质,宝玉石
5643,藏品材质,陶
5644,藏品材质,纸
5645,藏品材质,纸
5646,藏品材质,铜
5647,藏品材质,铜
5648,藏品材质,竹
5649,藏品材质,铜
5650,藏品材质,铜
5651,藏品材质,纸
5652,藏品材质,纸
5653,藏品材质,纸
5654,藏品材质,宝玉石
5655,藏品材质,宝玉石
5656,藏品材质,宝玉石
5657,藏品材质,宝玉石
5658,藏品材质,铜
5659,藏品材质,瓷
5660,藏品材质,铜
5661,藏品材质,铜
5662,藏品材质,纸
5663,藏品材质,"棉麻纤维,其他有机质"
5664,藏品材质,铁
5665,藏品材质,纸
5666,藏品材质,丝
5667,藏品材质,纸
5668,藏品材质,纸
5669,藏品材质,宝玉石
5670,藏品材质,纸
5671,藏品材质,纸
5672,藏品材质,"铜,金"
5673,藏品材质,"铜,金"
5674,藏品材质,铜
5675,藏品材质,宝玉石
5676,藏品材质,竹
5677,藏品材质,铜
5678,藏品材质,瓷
5679,藏品材质,铜
5680,藏品材质,纸
5681,藏品材质,纸
5682,藏品材质,纸
5683,藏品材质,宝玉石
5684,藏品材质,宝玉石
5685,藏品材质,宝玉石
5686,藏品材质,铜
5687,藏品材质,纸
5688,藏品材质,纸
5689,藏品材质,"木,皮革,其他有机质"
5690,藏品材质,纸
5691,藏品材质,纸
5692,藏品材质,纸
5693,藏品材质,纸
5694,藏品材质,宝玉石
5695,藏品材质,纸
5696,藏品材质,纸
5697,藏品材质,纸
5698,藏品材质,"铜,金"
5699,藏品材质,铜
5700,藏品材质,铜
5701,藏品材质,宝玉石
5702,藏品材质,竹
5703,藏品材质,瓷
5704,藏品材质,铜
5705,藏品材质,瓷
5706,藏品材质,铜
5707,藏品材质,纸
5708,藏品材质,纸
5709,藏品材质,宝玉石
5710,藏品材质,宝玉石
5711,藏品材质,宝玉石
5712,藏品材质,铜
5713,藏品材质,纸
5714,藏品材质,纸
5715,藏品材质,纸
5716,藏品材质,纸
5717,藏品材质,纸
5718,藏品材质,纸
5719,藏品材质,丝
5720,藏品材质,宝玉石
5721,藏品材质,纸
5722,藏品材质,纸
5723,藏品材质,纸
5724,藏品材质,铜
