collectTexture
瓷
竹
纸
纸
纸
纸
瓷
木
纸
纸
纸
瓷
木
纸
纸
纸
纸
瓷
纸
纸
纸
纸
纸
瓷
纸
纸
纸
纸
瓷
纸
纸
纸
纸
纸
瓷
纸
纸
纸
纸
瓷
纸
纸
纸
瓷
纸
纸
纸
纸
瓷
纸
纸
纸
瓷
纸
纸
纸
陶
纸
纸
纸
纸
陶
纸
纸
纸
陶
纸
纸
陶
纸
纸
其他植物质
纸
陶
纸
纸
纸
其他植物质
纸
陶
纸
纸
纸
纸
纸
陶
纸
纸
纸
纸
纸
纸
陶
纸
丝
纸
陶
纸
纸
纸
陶
纸
纸
纸
纸
陶
纸
纸
纸
纸
纸
陶
纸
纸
纸
陶
纸
纸
纸
纸
陶
纸
纸
纸
陶
纸
纸
纸
纸
陶
纸
纸
纸
陶
纸
纸
纸
纸
纸
纸
瓷
纸
纸
纸
纸
纸
纸
瓷
纸
纸
纸
纸
纸
纸
瓷
纸
纸
纸
纸
纸
瓷
纸
纸
纸
纸
纸
纸
瓷
纸
纸
纸
纸
纸
纸
纸
瓷
纸
纸
纸
纸
纸
纸
纸
瓷
纸
纸
纸
纸
纸
瓷
纸
纸
纸
纸
瓷
纸
瓷
纸
纸
纸
纸
纸
瓷
纸
纸
瓷
纸
纸
纸
纸
纸
纸
瓷
纸
瓷
纸
纸
纸
纸
瓷
纸
纸
瓷
纸
纸
纸
纸
纸
纸
纸
瓷
纸
瓷
纸
纸
纸
纸
纸
陶
纸
瓷
纸
纸
纸
纸
纸
陶
纸
瓷
纸
纸
纸
纸
陶
纸
纸
瓷
纸
纸
"丝,棉麻纤维,银,其他无机质"
纸
纸
瓷
纸
纸
纸
纸
纸
瓷
纸
纸
纸
纸
瓷
纸
纸
纸
纸
纸
瓷
纸
纸
纸
纸
纸
纸
瓷
纸
纸
纸
纸
纸
瓷
纸
纸
纸
丝
纸
纸
瓷
纸
纸
丝
纸
纸
瓷
纸
纸
纸
纸
纸
纸
瓷
纸
纸
纸
纸
瓷
纸
纸
纸
瓷
纸
纸
纸
纸
瓷
纸
纸
纸
纸
瓷
纸
纸
纸
纸
瓷
纸
纸
纸
纸
纸
瓷
纸
纸
纸
瓷
纸
纸
纸
纸
瓷
纸
纸
纸
纸
竹
纸
纸
纸
纸
纸
纸
纸
纸
丝
纸
纸
纸
纸
纸
纸
纸
纸
纸
纸
纸
纸
纸
纸
纸
纸
纸
纸
丝
纸
纸
纸
纸
纸
纸
纸
纸
纸
纸
纸
纸
纸
纸
纸
纸
宝玉石
纸
纸
纸
纸
纸
宝玉石
纸
纸
纸
纸
纸
纸
纸
纸
纸
纸
纸
纸
纸
纸
纸
纸
纸
纸
纸
丝
纸
纸
纸
纸
纸
纸
纸
纸
纸
纸
纸
纸
纸
纸
纸
纸
纸
纸
纸
纸
纸
纸
纸
纸
纸
纸
纸
纸
纸
纸
纸
纸
纸
纸
纸
纸
纸
纸
纸
纸
纸
纸
纸
纸
纸
纸
纸
纸
瓷
纸
纸
纸
纸
纸
瓷
纸
纸
纸
纸
瓷
纸
纸
纸
纸
纸
瓷
纸
丝
纸
纸
纸
骨角牙
纸
丝
纸
纸
纸
骨角牙
纸
纸
纸
纸
纸
纸
纸
纸
纸
纸
纸
纸
纸
纸
纸
纸
纸
纸
纸
纸
纸
骨角牙
纸
纸
丝
纸
纸
纸
纸
纸
骨角牙
纸
纸
纸
纸
纸
纸
骨角牙
纸
纸
纸
纸
骨角牙
纸
其他有机质
纸
纸
纸
纸
骨角牙
纸
纸
纸
纸
纸
纸
纸
纸
纸
骨角牙
纸
纸
纸
纸
纸
纸
纸
骨角牙
纸
纸
纸
纸
纸
纸
纸
骨角牙
纸
纸
纸
纸
骨角牙
纸
纸
纸
纸
纸
纸
纸
纸
纸
纸
纸
其他金属
纸
纸
纸
纸
纸
纸
纸
纸
纸
纸
纸
纸
纸
纸
纸
纸
纸
纸
纸
纸
纸
纸
纸
纸
纸
纸
纸
纸
纸
其他无机质
纸
纸
皮革
纸
纸
纸
纸
纸
纸
纸
纸
纸
纸
纸
纸
纸
纸
瓷
纸
纸
纸
纸
纸
纸
瓷
纸
纸
纸
纸
纸
纸
纸
瓷
纸
纸
纸
纸
纸
瓷
丝
纸
纸
纸
泥
纸
瓷
纸
纸
纸
纸
纸
瓷
纸
纸
纸
纸
铜
纸
瓷
纸
纸
纸
纸
瓷
纸
纸
纸
纸
纸
瓷
纸
纸
纸
纸
纸
瓷
纸
纸
纸
纸
纸
木
纸
纸
纸
纸
纸
纸
纸
木
纸
纸
纸
纸
纸
骨角牙
纸
纸
纸
纸
纸
纸
纸
骨角牙
纸
纸
纸
纸
纸
纸
纸
纸
骨角牙
纸
纸
纸
纸
纸
纸
纸
纸
木
纸
纸
纸
纸
丝
纸
纸
丝
纸
纸
纸
纸
纸
纸
纸
纸
丝
纸
纸
纸
纸
纸
纸
纸
纸
纸
丝
纸
纸
纸
纸
纸
纸
纸
纸
纸
纸
纸
纸
纸
纸
纸
铜
纸
纸
纸
纸
纸
纸
纸
纸
纸
纸
铜
纸
纸
纸
纸
纸
纸
纸
纸
纸
纸
铜
纸
纸
纸
纸
纸
纸
纸
纸
纸
银
纸
纸
纸
纸
纸
纸
纸
银
纸
纸
纸
纸
纸
纸
纸
其他有机质
纸
银
纸
瓷
纸
纸
纸
纸
纸
纸
纸
纸
瓷
纸
纸
纸
纸
纸
纸
纸
瓷
纸
纸
纸
纸
纸
纸
纸
纸
纸
瓷
纸
纸
纸
纸
纸
纸
纸
瓷
丝
纸
纸
纸
纸
纸
瓷
纸
瓷
纸
纸
纸
纸
纸
瓷
纸
瓷
纸
纸
纸
纸
纸
纸
纸
瓷
纸
纸
纸
纸
纸
泥
纸
瓷
纸
纸
纸
纸
纸
丝
纸
纸
瓷
纸
纸
纸
纸
丝
纸
纸
瓷
纸
纸
纸
纸
纸
丝
瓷
纸
纸
纸
纸
纸
纸
丝
瓷
纸
纸
纸
纸
纸
丝
瓷
纸
纸
纸
纸
纸
纸
竹
瓷
纸
纸
纸
纸
竹
纸
纸
纸
纸
纸
纸
"竹,瓷"
纸
纸
纸
纸
纸
"竹,瓷"
纸
瓷
纸
纸
纸
纸
纸
"竹,瓷"
纸
瓷
纸
纸
纸
纸
纸
纸
"竹,瓷"
纸
瓷
纸
纸
纸
纸
竹
纸
纸
纸
纸
铜
纸
纸
纸
纸
铜
纸
纸
纸
铜
纸
纸
纸
纸
铜
纸
纸
纸
纸
纸
铜
纸
纸
纸
铜
纸
铜
纸
纸
纸
纸
石
铜
纸
纸
纸
铜
纸
纸
丝
纸
"玻璃,金,银"
纸
纸
纸
"金,银"
纸
纸
纸
"金,银"
纸
纸
纸
银
纸
纸
纸
银
纸
纸
纸
纸
"铜,金"
纸
纸
骨角牙
纸
纸
纸
纸
骨角牙
纸
纸
纸
骨角牙
纸
纸
宝玉石
纸
纸
宝玉石
纸
纸
宝玉石
纸
纸
宝玉石
纸
纸
宝玉石
纸
木
纸
木
纸
纸
木
纸
纸
木
纸
纸
木
纸
纸
纸
竹
纸
纸
纸
木
纸
纸
纸
木
纸
纸
木
纸
纸
木
纸
纸
木
纸
纸
木
纸
纸
纸
纸
木
纸
纸
纸
纸
木
纸
纸
纸
纸
纸
木
纸
纸
纸
木
纸
纸
纸
木
纸
纸
纸
纸
木
纸
纸
纸
纸
纸
纸
"毛,丝,皮革"
宝玉石
"木,其他金属"
纸
纸
瓷
"毛,丝,皮革"
宝玉石
瓷
"木,铜"
纸
纸
纸
瓷
棉麻纤维
宝玉石
瓷
纸
宝玉石
瓷
纸
其他有机质
宝玉石
纸
纸
骨角牙
纸
瓷
纸
骨角牙
纸
瓷
纸
纸
骨角牙
瓷
纸
宝玉石
纸
骨角牙
纸
宝玉石
纸
纸
宝玉石
铜
铜
纸
纸
纸
宝玉石
纸
宝玉石
纸
瓷
铜
纸
纸
瓷
纸
铜
纸
纸
石
瓷
铜
纸
纸
纸
纸
竹
瓷
纸
纸
宝玉石
陶
瓷
纸
竹
纸
石
宝玉石
宝玉石
纸
瓷
纸
纸
纸
瓷
纸
纸
宝玉石
纸
纸
"玻璃,铜,其他无机质"
纸
纸
瓷
瓷
纸
"玻璃,铜,其他金属"
纸
骨角牙
纸
纸
纸
纸
宝玉石
纸
纸
纸
纸
纸
纸
纸
纸
宝玉石
纸
纸
纸
纸
"木,皮革,铁,其他金属"
纸
纸
纸
宝玉石
瓷
纸
"木,其他有机质,玻璃"
纸
瓷
纸
宝玉石
纸
纸
银
纸
瓷
纸
纸
纸
宝玉石
纸
纸
纸
纸
瓷
纸
宝玉石
瓷
纸
纸
纸
纸
"金,银"
瓷
纸
纸
纸
瓷
银
纸
纸
丝
纸
纸
瓷
"金,银"
瓷
纸
纸
瓷
银
宝玉石
纸
纸
纸
宝玉石
纸
纸
纸
纸
纸
宝玉石
纸
纸
纸
宝玉石
瓷
纸
其他无机质
纸
纸
纸
宝玉石
瓷
纸
丝
宝玉石
银
纸
纸
瓷
宝玉石
瓷
银
纸
纸
宝玉石
银
纸
纸
宝玉石
银
纸
纸
纸
宝玉石
宝玉石
银
纸
纸
宝玉石
银
纸
纸
宝玉石
宝玉石
瓷
银
纸
纸
其他无机质
瓷
银
纸
纸
纸
纸
铜
瓷
银
纸
纸
纸
纸
纸
纸
石
瓷
银
棉麻纤维
纸
纸
纸
银
丝
纸
纸
纸
宝玉石
瓷
银
丝
纸
纸
宝玉石
银
丝
丝
纸
银
纸
宝玉石
宝玉石
银
铜
纸
纸
银
宝玉石
瓷
铜
银
瓷
银
宝玉石
宝玉石
银
纸
纸
瓷
银
瓷
瓷
银
纸
瓷
宝玉石
宝玉石
银
宝玉石
瓷
瓷
纸
宝玉石
瓷
铜
纸
纸
纸
宝玉石
纸
骨角牙
"铜,金"
瓷
纸
瓷
纸
纸
陶
"骨角牙,铜"
纸
宝玉石
陶
骨角牙
瓷
瓷
纸
纸
宝玉石
陶
宝玉石
骨角牙
纸
纸
皮革
石
宝玉石
骨角牙
纸
铜
陶
宝玉石
骨角牙
瓷
纸
纸
纸
铜
纸
"木,其他有机质"
宝玉石
骨角牙
陶
瓷
石
陶
骨角牙
铜
纸
陶
骨角牙
瓷
纸
陶
骨角牙
瓷
其他金属
瓷
石
瓷
骨角牙
其他有机质
宝玉石
其他金属
骨角牙
纸
宝玉石
骨角牙
瓷
其他金属
宝玉石
骨角牙
陶
其他金属
纸
宝玉石
其他金属
纸
瓷
铜
纸
纸
瓷
铜
瓷
瓷
纸
瓷
纸
宝玉石
瓷
纸
纸
纸
纸
宝玉石
瓷
纸
纸
泥
石
铜
"铜,宝玉石,其他无机质"
瓷
纸
泥
石
瓷
铜
"铜,宝玉石"
骨角牙
瓷
泥
宝玉石
瓷
"铜,宝玉石"
骨角牙
瓷
纸
泥
石
瓷
"铜,宝玉石"
骨角牙
瓷
瓷
纸
泥
"铜,宝玉石"
瓷
瓷
纸
纸
泥
木
铜
"铜,宝玉石"
瓷
纸
泥
瓷
"铜,宝玉石"
瓷
纸
纸
铜
泥
瓷
"铜,宝玉石"
瓷
骨角牙
纸
纸
瓷
铜
"铜,宝玉石"
瓷
瓷
铜
纸
瓷
其他无机质
陶
瓷
瓷
纸
宝玉石
"木,铜"
"铜,宝玉石"
陶
纸
宝玉石
瓷
"铜,宝玉石"
瓷
瓷
纸
宝玉石
瓷
瓷
银
"铜,宝玉石"
纸
瓷
瓷
铜
"木,铜"
纸
宝玉石
瓷
铜
"铜,宝玉石"
瓷
瓷
瓷
宝玉石
瓷
瓷
铜
"铜,宝玉石"
瓷
瓷
铜
纸
"铜,宝玉石"
瓷
石
瓷
铜
瓷
瓷
丝
宝玉石
瓷
石
瓷
纸
瓷
铜
宝玉石
瓷
纸
纸
纸
宝玉石
瓷
铜
宝玉石
瓷
纸
纸
瓷
铜
宝玉石
瓷
纸
纸
纸
瓷
瓷
瓷
瓷
瓷
铜
纸
纸
纸
宝玉石
瓷
瓷
瓷
纸
纸
纸
宝玉石
瓷
瓷
瓷
铜
纸
瓷
瓷
瓷
纸
瓷
纸
纸
瓷
瓷
纸
纸
纸
宝玉石
瓷
瓷
纸
纸
纸
瓷
"铜,其他金属"
瓷
瓷
铜
"纸,其他植物质"
纸
瓷
纸
瓷
瓷
银
纸
瓷
瓷
铜
"竹,纸"
纸
其他植物质
瓷
"竹,纸"
纸
木
瓷
其他有机质
陶
瓷
木
纸
纸
瓷
纸
宝玉石
瓷
纸
瓷
纸
其他金属
瓷
铜
纸
瓷
"银,其他金属"
瓷
"木,其他有机质"
纸
纸
泥
"皮革,其他有机质"
纸
纸
瓷
纸
纸
银
铜
瓷
纸
银
铜
纸
银
纸
银
纸
银
陶
纸
纸
纸
铜
"木,其他有机质"
宝玉石
瓷
纸
纸
铜
瓷
纸
纸
石
铜
"木,其他有机质"
陶
纸
瓷
"木,其他有机质"
纸
纸
铜
宝玉石
纸
陶
纸
纸
石
铜
陶
瓷
纸
"木,毛,其他有机质"
石
铜
瓷
"木,其他有机质"
宝玉石
铜
纸
陶
纸
纸
纸
石
纸
铜
瓷
宝玉石
陶
纸
纸
纸
木
纸
瓷
"木,其他有机质"
宝玉石
铜
纸
纸
纸
纸
"木,石"
纸
陶
纸
纸
纸
铜
瓷
"木,其他有机质"
宝玉石
纸
陶
纸
瓷
纸
"木,石"
纸
瓷
纸
"木,其他有机质"
纸
瓷
宝玉石
纸
纸
"木,其他有机质"
纸
宝玉石
瓷
铜
宝玉石
纸
"木,其他有机质"
铜
骨角牙
纸
瓷
"竹,纸"
纸
纸
"木,其他有机质"
铜
"木,其他有机质"
瓷
丝
纸
"竹,纸"
宝玉石
骨角牙
纸
瓷
铜
纸
纸
"木,其他有机质"
"棉麻纤维,其他有机质,铜"
骨角牙
纸
纸
纸
纸
纸
纸
铜
纸
纸
瓷
"木,其他有机质"
纸
其他有机质
纸
纸
纸
"铜,其他无机质"
瓷
纸
铜
纸
铜
"木,其他有机质"
纸
铜
"木,其他有机质"
瓷
纸
铜
其他金属
纸
"木,其他有机质"
骨角牙
其他植物质
瓷
其他植物质
铜
石
其他无机质
瓷
铜
纸
"木,其他有机质"
"其他有机质,其他无机质"
纸
石
纸
"木,其他有机质"
宝玉石
宝玉石
"竹,纸"
纸
宝玉石
宝玉石
纸
宝玉石
宝玉石
瓷
"木,其他有机质"
其他无机质
瓷
宝玉石
纸
"木,其他有机质"
铜
瓷
"棉麻纤维,其他动物质,其他有机质,金,银"
宝玉石
宝玉石
铜
纸
"木,其他动物质,石"
木
纸
纸
木
石
铜
瓷
宝玉石
"木,石"
石
铜
瓷
"木,其他有机质"
其他金属
纸
"木,其他有机质,铜"
石
其他无机质
其他有机质
瓷
"木,其他有机质,铜"
其他金属
纸
纸
铜
瓷
"木,其他有机质"
其他金属
纸
铜
瓷
石
其他金属
铜
瓷
其他金属
纸
铜
瓷
宝玉石
其他金属
瓷
其他金属
纸
铜
宝玉石
其他金属
瓷
纸
铜
瓷
其他无机质
纸
铜
其他无机质
"铜,其他无机质"
其他无机质
纸
瓷
宝玉石
其他无机质
纸
瓷
其他无机质
铜
其他金属
铜
瓷
铜
其他金属
纸
纸
铜
铜
石
铜
其他金属
丝
宝玉石
瓷
纸
宝玉石
铜
其他金属
宝玉石
瓷
铜
其他金属
瓷
宝玉石
铜
其他金属
"木,纸"
宝玉石
纸
铜
其他无机质
宝玉石
铜
瓷
宝玉石
铜
其他金属
宝玉石
瓷
铜
其他金属
宝玉石
瓷
瓷
铜
其他金属
宝玉石
瓷
铜
其他金属
纸
铜
其他金属
纸
铜
铜
其他金属
皮革
铜
瓷
铜
其他金属
铜
瓷
铜
其他无机质
石
瓷
铜
其他无机质
石
银
宝玉石
铜
其他金属
纸
石
银
瓷
铜
铜
其他金属
纸
石
"木,其他有机质"
银
铜
其他金属
纸
瓷
石
"木,其他有机质"
银
铜
其他无机质
纸
"木,其他有机质"
银
宝玉石
铜
其他金属
"木,其他有机质"
银
铜
其他金属
纸
木
银
宝玉石
铜
其他金属
银
铜
其他金属
纸
"木,其他有机质"
银
铜
其他无机质
"木,其他有机质"
银
铜
其他金属
纸
"木,其他有机质"
银
铜
铜
其他金属
银
宝玉石
瓷
铜
铜
其他金属
皮革
纸
纸
"木,其他有机质"
铜
瓷
铜
铜
其他植物质
铜
"木,其他有机质"
宝玉石
铜
瓷
铜
铜
"木,其他有机质"
瓷
铜
铜
"竹,纸"
纸
"木,其他有机质"
铜
铜
铜
银
"棉麻纤维,其他有机质"
铜
铜
"木,其他有机质"
纸
宝玉石
瓷
铜
铜
宝玉石
"木,骨角牙,其他有机质"
丝
瓷
铜
铜
"棉麻纤维,其他有机质"
铜
铜
"木,其他有机质"
宝玉石
铜
铜
纸
瓷
玻璃
"木,其他有机质"
丝
瓷
铜
铜
玻璃
"棉麻纤维,其他有机质"
铜
铜
纸
纸
"棉麻纤维,其他有机质"
"丝,其他金属"
瓷
铜
铜
纸
纸
宝玉石
"木,其他有机质"
铜
其他无机质
纸
玻璃
"木,其他有机质"
瓷
铜
铜
纸
瓷
铜
铜
纸
纸
宝玉石
铜
铜
纸
纸
石
宝玉石
铜
宝玉石
铜
纸
石
铜
宝玉石
铜
纸
纸
"棉麻纤维,其他有机质"
铜
棉麻纤维
宝玉石
铜
纸
铜
丝
宝玉石
铜
纸
其他有机质
铜
宝玉石
瓷
铜
纸
纸
纸
"棉麻纤维,其他有机质"
铜
宝玉石
宝玉石
瓷
铜
纸
纸
石
其他无机质
宝玉石
铜
纸
纸
石
铜
宝玉石
瓷
铜
纸
纸
石
其他无机质
宝玉石
瓷
铜
石
"木,其他有机质"
宝玉石
铜
瓷
铜
纸
铜
宝玉石
铜
宝玉石
铜
石
铜
"木,其他有机质"
宝玉石
铜
宝玉石
铜
纸
"木,其他有机质"
铜
宝玉石
铜
"木,其他有机质"
其他无机质
宝玉石
瓷
铜
纸
陶
"木,其他有机质,铜"
铜
宝玉石
瓷
铜
"木,其他有机质,铜"
银
宝玉石
铜
纸
"木,其他有机质,铜"
其他金属
铜
瓷
铜
铜
"木,其他有机质,铜"
瓷
其他金属
瓷
铜
铜
"木,其他有机质,铜"
瓷
其他金属
宝玉石
铜
铜
"棉麻纤维,其他有机质,铜"
瓷
铜
铜
铜
纸
宝玉石
铜
铜
纸
瓷
铜
铜
纸
宝玉石
铜
铜
纸
宝玉石
铜
铜
纸
纸
宝玉石
骨角牙
银
纸
纸
纸
瓷
瓷
铜
纸
纸
纸
玻璃
宝玉石
"骨角牙,其他有机质,铜"
"木,铜"
纸
纸
纸
纸
宝玉石
瓷
铜
纸
纸
纸
纸
骨角牙
铜
纸
纸
纸
纸
宝玉石
铜
纸
"木,其他动物质,其他有机质"
丝
纸
纸
纸
纸
丝
纸
毛
纸
丝
纸
丝
纸
毛
纸
毛
纸
丝
纸
瓷
毛
纸
纸
瓷
"纸,丝"
纸
瓷
丝
纸
瓷
纸
纸
瓷
纸
纸
纸
纸
丝
纸
纸
纸
纸
纸
纸
石
纸
石
石
石
石
石
丝
石
纸
石
纸
铜
"木,其他有机质"
骨角牙
骨角牙
骨角牙
骨角牙
石
石
石
纸
纸
纸
纸
纸
石
纸
石
纸
木
石
纸
纸
木
骨角牙
纸
纸
纸
纸
瓷
纸
瓷
其他无机质
其他金属
其他无机质
石
其他金属
其他金属
纸
其他金属
纸
纸
纸
纸
石
石
纸
纸
其他动物质
纸
宝玉石
纸
纸
铜
纸
纸
纸
纸
纸
纸
纸
纸
纸
纸
纸
其他有机质
纸
纸
纸
纸
纸
其他有机质
纸
石
纸
石
石
石
石
其他无机质
石
其他无机质
石
石
石
石
石
其他金属
纸
纸
纸
石
石
石
石
石
石
石
石
石
石
石
石
石
铜
宝玉石
宝玉石
瓷
铜
瓷
丝
宝玉石
宝玉石
木
纸
瓷
铜
铜
银
铜
纸
银
瓷
纸
丝
其他无机质
皮革
其他金属
铜
铜
铜
宝玉石
宝玉石
瓷
铜
宝玉石
宝玉石
宝玉石
竹
铜
铜
银
铜
纸
纸
银
瓷
纸
纸
皮革
其他金属
铜
铜
宝玉石
宝玉石
瓷
铜
纸
宝玉石
宝玉石
竹
铜
纸
瓷
铜
铜
银
"铜,其他无机质"
铜
纸
"铜,其他金属"
瓷
纸
丝
皮革
其他金属
铜
铜
铜
"铜,金"
宝玉石
宝玉石
铜
瓷
纸
宝玉石
竹
瓷
瓷
铜
银
瓷
木
宝玉石
瓷
纸
皮革
其他金属
铜
铜
宝玉石
瓷
铜
纸
"木,石"
宝玉石
宝玉石
宝玉石
竹
瓷
铜
银
瓷
纸
纸
纸
其他金属
银
瓷
瓷
纸
丝
皮革
其他金属
铜
铜
铜
宝玉石
瓷
铜
"木,瓷"
宝玉石
宝玉石
木
纸
铜
银
瓷
纸
纸
丝
铜
银
瓷
纸
纸
丝
皮革
其他金属
铜
铜
铜
宝玉石
其他金属
瓷
丝
纸
毛
其他金属
纸
瓷
铜
银
瓷
纸
纸
"棉麻纤维,其他有机质"
丝
铜
瓷
纸
其他有机质
皮革
铜
"铜,金"
铜
宝玉石
瓷
铜
瓷
纸
"木,纸"
宝玉石
纸
铜
银
瓷
纸
纸
铜
丝
纸
瓷
纸
纸
纸
"木,其他有机质"
皮革
铜
铜
纸
铜
宝玉石
石
瓷
铜
纸
"竹,纸"
纸
纸
瓷
铜
铜
银
瓷
纸
瓷
纸
纸
其他无机质
皮革
其他金属
铜
铜
铜
宝玉石
瓷
铜
纸
其他植物质
宝玉石
宝玉石
纸
铜
铜
银
丝
纸
纸
纸
瓷
瓷
纸
竹
皮革
其他金属
铜
铜
宝玉石
"宝玉石,银"
铜
丝
纸
其他植物质
石
宝玉石
纸
纸
瓷
铜
银
丝
纸
纸
瓷
瓷
纸
纸
纸
纸
其他金属
铜
铜
铜
宝玉石
瓷
铜
纸
"木,纸"
宝玉石
宝玉石
纸
纸
铜
银
纸
铜
瓷
纸
纸
其他金属
铜
"铜,金"
铜
纸
宝玉石
宝玉石
瓷
铜
纸
丝
"木,纸"
宝玉石
宝玉石
宝玉石
纸
瓷
铜
银
纸
纸
纸
纸
铜
瓷
纸
纸
"竹,纸"
其他金属
"铜,金"
"铜,金"
铜
"木,纸,银"
宝玉石
纸
铜
铜
银
丝
纸
铜
瓷
瓷
纸
瓷
纸
其他金属
"铜,金"
铜
瓷
铜
其他植物质
宝玉石
宝玉石
铜
纸
铜
银
纸
石
瓷
瓷
纸
纸
纸
其他金属
铜
铜
宝玉石
宝玉石
瓷
铜
纸
"竹,纸"
宝玉石
宝玉石
纸
瓷
瓷
铜
铜
银
纸
其他无机质
瓷
纸
纸
纸
其他金属
铜
铜
宝玉石
瓷
铜
瓷
"竹,纸"
宝玉石
宝玉石
纸
纸
瓷
瓷
铜
铜
银
纸
瓷
瓷
纸
纸
纸
其他金属
"铜,金"
铜
纸
宝玉石
宝玉石
瓷
铜
其他有机质
宝玉石
宝玉石
纸
铜
银
纸
木
瓷
瓷
纸
"铜,金"
铜
纸
宝玉石
瓷
铜
丝
"竹,纸"
宝玉石
宝玉石
宝玉石
纸
纸
瓷
铜
银
纸
瓷
纸
纸
铜
铜
"其他动物质,宝玉石"
瓷
铜
丝
竹
宝玉石
宝玉石
瓷
瓷
铜
铜
银
"丝,骨角牙"
纸
瓷
纸
纸
其他金属
铜
铜
铜
铜
宝玉石
木
瓷
铜
丝
"竹,纸"
宝玉石
宝玉石
纸
纸
瓷
瓷
铜
银
纸
瓷
瓷
纸
纸
纸
其他金属
铜
铜
宝玉石
木
瓷
铜
瓷
竹
宝玉石
纸
瓷
铜
银
纸
丝
丝
纸
瓷
瓷
纸
纸
纸
其他金属
"铜,金"
铜
宝玉石
宝玉石
瓷
铜
瓷
"竹,纸"
木
宝玉石
纸
纸
瓷
铜
银
纸
丝
纸
银
瓷
瓷
纸
纸
纸
其他金属
铜
"铜,金"
宝玉石
宝玉石
瓷
铜
瓷
"竹,纸"
纸
纸
铜
铜
银
纸
丝
纸
铜
银
玻璃
其他有机质
纸
纸
瓷
其他金属
铜
"铜,金"
铜
宝玉石
"木,宝玉石"
铜
瓷
"竹,纸"
宝玉石
宝玉石
纸
铜
银
铜
纸
丝
纸
其他无机质
丝
宝玉石
纸
纸
纸
瓷
纸
其他金属
"铜,金"
铜
铜
宝玉石
"木,宝玉石"
铜
瓷
"竹,纸"
宝玉石
纸
纸
铜
银
纸
"木,棉麻纤维,铜"
纸
其他无机质
瓷
宝玉石
纸
纸
纸
纸
其他金属
"铜,金"
铜
银
"木,宝玉石"
瓷
铜
瓷
丝
"竹,纸"
宝玉石
宝玉石
纸
瓷
铜
银
纸
纸
其他无机质
瓷
宝玉石
纸
纸
纸
其他金属
