Id,name,author,relicTime,imageUrl,description,realUrl
2000.342.103,Coin: Sestertius with Head of Antoninus Pius (obv) and Pax (rev),,145–161,,"Transfer from the Classical Studies Department, Eskenazi Museum of Art, Indiana University",https://artmuseum.indiana.edu/collections-online/browse/object.php?number=2000.342.103
2000.156,Bowl with Dog,"Dirk Hubers (Dutch, 1913–2003)",Ca. 1955,,"Bernhard and Cola Heiden Collection, Eskenazi Museum of Art, Indiana University",https://artmuseum.indiana.edu/collections-online/browse/object.php?number=2000.156
2000.149,Study for [Cemetery View],"Ronald Markman (American, 1931–2017)",1965,,"Bernhard and Cola Heiden Collection, Eskenazi Museum of Art, Indiana University",https://artmuseum.indiana.edu/collections-online/browse/object.php?number=2000.149
2000.158,Dancer I,"Jean-Paul Darriau (American, 1929 - 2006)",1960,,"Bernhard and Cola Heiden Collection, Eskenazi Museum of Art, Indiana University",https://artmuseum.indiana.edu/collections-online/browse/object.php?number=2000.158
2000.342.111,Coin: Sestertius with Bust of Otacilia Severa (obv) and Pudicitia (rev),,244–249,,"Transfer from the Classical Studies Department, Eskenazi Museum of Art, Indiana University",https://artmuseum.indiana.edu/collections-online/browse/object.php?number=2000.342.111
2000.133,African Bishop,"Adebisi Fabunmi (Nigerian | Yoruba, 1945 -)",20th century,,"Gift of Bernard W. Riley &amp; Dr. David Brokensha in Memory of Professor Alan Merrimam and in Honor of Professor Roy Sieber, Eskenazi Museum of Art, Indiana University",https://artmuseum.indiana.edu/collections-online/browse/object.php?number=2000.133
00.10,L'Imperatore,"Rudy O. Pozzatti (American, 1925–2021)",1959,,"Eskenazi Museum of Art, Indiana University",https://artmuseum.indiana.edu/collections-online/browse/object.php?number=00.10
2000.342.17,Coin: As with Head of Janus (obv) and Prow of Ship ((rev),,Ca. 151 BCE,,"Transfer from the Classical Studies Department, Eskenazi Museum of Art, Indiana University",https://artmuseum.indiana.edu/collections-online/browse/object.php?number=2000.342.17
2000.342.1,Coin: As with Janus Head (obv); and Prow of Ship (rev),,211–200 BCE,,"Transfer from the Classical Studies Department, Eskenazi Museum of Art, Indiana University",https://artmuseum.indiana.edu/collections-online/browse/object.php?number=2000.342.1
2000.342.31,Coin: Denarius with Heads of Discouri (obv) and Ship (rev),,Ca. 108 BCE,,"Transfer from the Classical Studies Department, Eskenazi Museum of Art, Indiana University",https://artmuseum.indiana.edu/collections-online/browse/object.php?number=2000.342.31
2000.146,Red Plain,"Rudy O. Pozzatti (American, 1925–2021)",1955,,"Bernhard and Cola Heiden Collection, Eskenazi Museum of Art, Indiana University",https://artmuseum.indiana.edu/collections-online/browse/object.php?number=2000.146
2000.342.115,Coin:  AE2 Follis with Head of Decentius (obv) and Two Victories (rev),,350–353,,"Transfer from the Classical Studies Department, Eskenazi Museum of Art, Indiana University",https://artmuseum.indiana.edu/collections-online/browse/object.php?number=2000.342.115
2000.342.32,Coin: Denarius with Head of Jupiter (obv) and Jupiter in chariot (rev),,Ca. 106 BCE,,"Transfer from the Classical Studies Department, Eskenazi Museum of Art, Indiana University",https://artmuseum.indiana.edu/collections-online/browse/object.php?number=2000.342.32
2000.208,Sonoma,"Fred Martin (American, born 1927)",1967,,"Gift of Goodman-Duffy Partnership, Eskenazi Museum of Art, Indiana University",https://artmuseum.indiana.edu/collections-online/browse/object.php?number=2000.208
2000.238,Marine View,"Rudy O. Pozzatti (American, 1925–2021)",1962,,"Bernhard and Cola Heiden Collection, Eskenazi Museum of Art, Indiana University",https://artmuseum.indiana.edu/collections-online/browse/object.php?number=2000.238
00.7,"Charles Baudelaire, full face","Edouard Manet (French, 1832–1883)",1865,,"Eskenazi Museum of Art, Indiana University",https://artmuseum.indiana.edu/collections-online/browse/object.php?number=00.7
2000.342.2,Coin: (Quadrans with Head of Hercules (obv)  and Prow of Ship (rev.),,211–195 BCE,,"Transfer from the Classical Studies Department, Eskenazi Museum of Art, Indiana University",https://artmuseum.indiana.edu/collections-online/browse/object.php?number=2000.342.2
2000.342.10,Coin: Denarius with the Head of Roma (obv) and Dioscuri (rev),,209–208 BCE,,"Transfer from the Classical Studies Department, Eskenazi Museum of Art, Indiana University",https://artmuseum.indiana.edu/collections-online/browse/object.php?number=2000.342.10
2000.342.28,Coin: Denarius with Head of Roma (obv) and Ship (rev),,Ca. 109-108 BCE,,"Transfer from the Classical Studies Department, Eskenazi Museum of Art, Indiana University",https://artmuseum.indiana.edu/collections-online/browse/object.php?number=2000.342.28
2000.342.117,Coin:  AE2 Follis with Bust of Constantius Gallus (obv) and Battle Scene (rev),,351–354,,"Transfer from the Classical Studies Department, Eskenazi Museum of Art, Indiana University",https://artmuseum.indiana.edu/collections-online/browse/object.php?number=2000.342.117
2000.342.104,Coin: Denarius with Head of Caracalla (obv) and Liberalitas (rev),,210–213,,"Transfer from the Classical Studies Department, Eskenazi Museum of Art, Indiana University",https://artmuseum.indiana.edu/collections-online/browse/object.php?number=2000.342.104
2000.342.102,Coin: Sestertius with Bust of Julia Domna (obv) and  Vesta (rev),,196–211,,"Transfer from the Classical Studies Department, Eskenazi Museum of Art, Indiana University",https://artmuseum.indiana.edu/collections-online/browse/object.php?number=2000.342.102
2000.342.15,Coin: As with Head of Janus (obv) and Prow of Ship (rev),,169–158 BCE,,"Transfer from the Classical Studies Department, Eskenazi Museum of Art, Indiana University",https://artmuseum.indiana.edu/collections-online/browse/object.php?number=2000.342.15
2000.178,Tall Teapot,"Tim Mather (American, b. 1943)",1981,,"Gift of Dr. Steven Conant, Eskenazi Museum of Art, Indiana University",https://artmuseum.indiana.edu/collections-online/browse/object.php?number=2000.178
2000.342.112,Coin: Sestertius with Bust of Otacilia Severa (obv) and Hippopotamus (rev),,Ca. 248,,"Transfer from the Classical Studies Department, Eskenazi Museum of Art, Indiana University",https://artmuseum.indiana.edu/collections-online/browse/object.php?number=2000.342.112
2000.342.26,Coin: Denarius with Head of Roma (obv) and Jupiter (rev),,Ca. 116 BCE,,"Transfer from the Classical Studies Department, Eskenazi Museum of Art, Indiana University",https://artmuseum.indiana.edu/collections-online/browse/object.php?number=2000.342.26
2000.147,Cathedral #3,"Rudy O. Pozzatti (American, 1925–2021)",1952,,"Bernhard and Cola Heiden Collection, Eskenazi Museum of Art, Indiana University",https://artmuseum.indiana.edu/collections-online/browse/object.php?number=2000.147
2000.342.25,Coin: Denarius with Head of Roma (obv) and Jupiter (rev),,Ca. 130 BCE,,"Transfer from the Classical Studies Department, Eskenazi Museum of Art, Indiana University",https://artmuseum.indiana.edu/collections-online/browse/object.php?number=2000.342.25
2000.342.12,Coin: Victoriatus with Head of Jupiter (obv) and Victory (rev),,211–208 BCE,,"Transfer from the Classical Studies Department, Eskenazi Museum of Art, Indiana University",https://artmuseum.indiana.edu/collections-online/browse/object.php?number=2000.342.12
2000.342.42,Coin: Denarius with Head of Minerva (obv) and Victory (rev),,Ca. 100 BCE,,"Transfer from the Classical Studies Department, Eskenazi Museum of Art, Indiana University",https://artmuseum.indiana.edu/collections-online/browse/object.php?number=2000.342.42
2000.175,Pipe in the Form of a Rifle,,Unknown,,"Raymond and Laura Wielgus Collection, Eskenazi Museum of Art, Indiana University",https://artmuseum.indiana.edu/collections-online/browse/object.php?number=2000.175
2000.342.4,Coin: Denarius with  Head of Roma (obv) and  Victory in a Chariot (rev),,Ca. 152 BCE,,"Transfer from the Classical Studies Department, Eskenazi Museum of Art, Indiana University",https://artmuseum.indiana.edu/collections-online/browse/object.php?number=2000.342.4
2000.342.20,Coin: Denarius with Head of Roma (obv) and Mars (rev),,Ca. 134 BCE,,"Transfer from the Classical Studies Department, Eskenazi Museum of Art, Indiana University",https://artmuseum.indiana.edu/collections-online/browse/object.php?number=2000.342.20
2000.342.11,Coin: Sextans with Head of Mercury (obv) and Prow of Ship (rev),,206–195 BCE,,"Transfer from the Classical Studies Department, Eskenazi Museum of Art, Indiana University",https://artmuseum.indiana.edu/collections-online/browse/object.php?number=2000.342.11
2000.342.55,Coin: Denarius Serratus with Bust of  Diana (obv) and Victory (rev),,Ca. 79 BCE,,"Transfer from the Classical Studies Department, Eskenazi Museum of Art, Indiana University",https://artmuseum.indiana.edu/collections-online/browse/object.php?number=2000.342.55
2000.130,Ladder with Two Blacks and Two Whites,"Budd Stalnaker (American, 1937–2006)",1999,,"Gift of Dr. Steven Conant, Eskenazi Museum of Art, Indiana University",https://artmuseum.indiana.edu/collections-online/browse/object.php?number=2000.130
2000.128,Bottle Vase,"Karl Martz (American, 1912–1997)",Ca. 1989,,"Gift of Dr. Steven Conant, Eskenazi Museum of Art, Indiana University",https://artmuseum.indiana.edu/collections-online/browse/object.php?number=2000.128
2000.201,View of Dordrecht (Vue de Dordrecht; Vue prise à Dordrecht (see 1875 auction catalogue)),"Charles-François Daubigny (French, Barbizon, 1817–1878)",Ca. 1872,https://piction-web.eas.iu.edu/piction/ump.di?e=27ADB667FD140710334363D2110C55EC7D137DF5F94E3ACE3E2E085E80A5860A&s=21&se=1890520192&v=1&f=xx2000.201_o4.jpg,"Gift of Stuart M. Sperry, Eskenazi Museum of Art, Indiana University",https://artmuseum.indiana.edu/collections-online/browse/object.php?number=2000.201
00.5.1,Dream and Lie of Franco II (El sueño y mentira de Franco | Songe et Mensonge de Franco II),"Pablo Picasso (Spanish, 1881–1973)",1937,https://piction-web.eas.iu.edu/piction/ump.di?e=4819386D07E501905436DDD3BCB39DB81BE49E168144B21571A3F653F5D9FA24&s=21&se=1384189156&v=1&f=xx00.5.1_o4.jpg,"Eskenazi Museum of Art, Indiana University",https://artmuseum.indiana.edu/collections-online/browse/object.php?number=00.5.1
2000.135,The Snake King and the Stagbeetle Queen (Schlauenkönig und Hirschkäferbraut),"Max Beckmann (German, 1884–1950)",1933,,"Bernhard and Cola Heiden Collection, Eskenazi Museum of Art, Indiana University",https://artmuseum.indiana.edu/collections-online/browse/object.php?number=2000.135
2000.141,With Two Dromedaries and 1 Donkey (Mit zwei Dromedaren und 1 Esel),"Paul Klee (Swiss, 1879–1940)",1914–1919,,"Bernhard and Cola Heiden Collection, Eskenazi Museum of Art, Indiana University",https://artmuseum.indiana.edu/collections-online/browse/object.php?number=2000.141
2000.134,Male Figure (Asie Usu (?)),,Late 19th–early 20th century,,"Raymond and Laura Wielgus Collection, Eskenazi Museum of Art, Indiana University",https://artmuseum.indiana.edu/collections-online/browse/object.php?number=2000.134
2000.137,Landscape in Upper Bavaria (Landschaft in Oberbayern),"Max Beckmann (German, 1884–1950)",1936,,"Bernhard and Cola Heiden Collection, Eskenazi Museum of Art, Indiana University",https://artmuseum.indiana.edu/collections-online/browse/object.php?number=2000.137
2000.144,"Sun, Moon, and Stars Brooch","George Rickey (American, 1907–2002)",1951,,"Bernhard and Cola Heiden Collection, Eskenazi Museum of Art, Indiana University",https://artmuseum.indiana.edu/collections-online/browse/object.php?number=2000.144
2000.145,[Stabile with circular blue bars],"George Rickey (American, 1907–2002)",Ca. 1957–1961,,"Bernhard and Cola Heiden Collection, Eskenazi Museum of Art, Indiana University",https://artmuseum.indiana.edu/collections-online/browse/object.php?number=2000.145
2000.342.3,Coin: Denarius with Head of Roma (obv) and the Dioscuri (rev),,Ca. 211 BCE,,"Transfer from the Classical Studies Department, Eskenazi Museum of Art, Indiana University",https://artmuseum.indiana.edu/collections-online/browse/object.php?number=2000.342.3
2000.342.7,Coin: As with Head of Janus (obv) and Prow of Ship (rev),,211–200 BCE,,"Transfer from the Classical Studies Department, Eskenazi Museum of Art, Indiana University",https://artmuseum.indiana.edu/collections-online/browse/object.php?number=2000.342.7
2000.342.29,Coin: Denarius with Head of Roma (obv) and Galley (rev),,Ca. 109 BCE,,"Transfer from the Classical Studies Department, Eskenazi Museum of Art, Indiana University",https://artmuseum.indiana.edu/collections-online/browse/object.php?number=2000.342.29
2000.342.34,Coin: Quinarius with Head of Apollo (obv) and Victory (rev),,Ca. 97 BCE,,"Transfer from the Classical Studies Department, Eskenazi Museum of Art, Indiana University",https://artmuseum.indiana.edu/collections-online/browse/object.php?number=2000.342.34
2000.342.113,Coin: Sestertius with Bust of Herennia Etruscilla (obv) and Pudicitia (rev),,249–251,,"Transfer from the Classical Studies Department, Eskenazi Museum of Art, Indiana University",https://artmuseum.indiana.edu/collections-online/browse/object.php?number=2000.342.113
2000.342.67,Coin: Denarius with Head of Venus (obv) and Aeneas (rev),,47–46 BCE,,"Transfer from the Classical Studies Department, Eskenazi Museum of Art, Indiana University",https://artmuseum.indiana.edu/collections-online/browse/object.php?number=2000.342.67
2000.342.13,Coin: Victoriatus with Head of Jupiter (obv) and Victory (rev),,206–195 BCE,,"Transfer from the Classical Studies Department, Eskenazi Museum of Art, Indiana University",https://artmuseum.indiana.edu/collections-online/browse/object.php?number=2000.342.13
2000.342.72,Coin: Denarius with  Bust of Victory (obv) and Chariot (rev),,Ca. 46 BCE,,"Transfer from the Classical Studies Department, Eskenazi Museum of Art, Indiana University",https://artmuseum.indiana.edu/collections-online/browse/object.php?number=2000.342.72
2000.342.18,Coin: As with Head of Janus (obv) and Prow of Ship ((rev),,Ca. 152 BCE,,"Transfer from the Classical Studies Department, Eskenazi Museum of Art, Indiana University",https://artmuseum.indiana.edu/collections-online/browse/object.php?number=2000.342.18
2000.342.23,Coin: Denarius with Head of Roma (obv) and Victory (rev),,118–117 BCE,,"Transfer from the Classical Studies Department, Eskenazi Museum of Art, Indiana University",https://artmuseum.indiana.edu/collections-online/browse/object.php?number=2000.342.23
2000.342.49,Coin: Denarius with Mars (obv) and Victory (rev),,Ca. 88 BCE,,"Transfer from the Classical Studies Department, Eskenazi Museum of Art, Indiana University",https://artmuseum.indiana.edu/collections-online/browse/object.php?number=2000.342.49
2000.342.16,Coin: Denarius with Head of Roma (obv) and Diana (rev),,Ca. 143 BCE,,"Transfer from the Classical Studies Department, Eskenazi Museum of Art, Indiana University",https://artmuseum.indiana.edu/collections-online/browse/object.php?number=2000.342.16
2000.342.50,Coin: Denarius with Head of Jupiter (obv) and Victory (rev),,Ca. 87 BCE,,"Transfer from the Classical Studies Department, Eskenazi Museum of Art, Indiana University",https://artmuseum.indiana.edu/collections-online/browse/object.php?number=2000.342.50
2000.342.48,Coin: Denarius with Head of Mars (obv) and Victory (rev),,Ca. 88 BCE,,"Transfer from the Classical Studies Department, Eskenazi Museum of Art, Indiana University",https://artmuseum.indiana.edu/collections-online/browse/object.php?number=2000.342.48
2000.342.57,Coin: Denarius with Head of Concordia (obv) and L. Aemilius Paullus with Captives (rev),,Ca. 62 BCE,,"Transfer from the Classical Studies Department, Eskenazi Museum of Art, Indiana University",https://artmuseum.indiana.edu/collections-online/browse/object.php?number=2000.342.57
2000.342.27,Coin: Denarius with Head of Roma (obv) and  Victory (rev),,111–110 BCE,,"Transfer from the Classical Studies Department, Eskenazi Museum of Art, Indiana University",https://artmuseum.indiana.edu/collections-online/browse/object.php?number=2000.342.27
2000.342.5,Coin: As with Bust of Mercury (obv) and Prow of a Ship (rev),,217–215 BCE,,"Transfer from the Classical Studies Department, Eskenazi Museum of Art, Indiana University",https://artmuseum.indiana.edu/collections-online/browse/object.php?number=2000.342.5
2000.342.52,Coin: Denarius with Head of  Apollo (obv) and Jupiter (rev),,Ca. 88 BCE,,"Transfer from the Classical Studies Department, Eskenazi Museum of Art, Indiana University",https://artmuseum.indiana.edu/collections-online/browse/object.php?number=2000.342.52
2000.126,Second Movement II,"Anni Albers (American, 1899 - 1994)",1978,,"Gift of Dr. Steven Conant, Eskenazi Museum of Art, Indiana University",https://artmuseum.indiana.edu/collections-online/browse/object.php?number=2000.126
2000.342.58,Coin: Denarius with Head of Apollo (obv) and Horseman (rev),,Ca. 67 BCE,,"Transfer from the Classical Studies Department, Eskenazi Museum of Art, Indiana University",https://artmuseum.indiana.edu/collections-online/browse/object.php?number=2000.342.58
2000.342.38,Coin: Quinarius with Head of Bacchus or Liber (obv) and Victory (rev),,Ca. 89 BCE,,"Transfer from the Classical Studies Department, Eskenazi Museum of Art, Indiana University",https://artmuseum.indiana.edu/collections-online/browse/object.php?number=2000.342.38
2000.342.36,Coin: Denarius with Head of Roma (obv) and Victory (rev),,Ca. 111 BCE,,"Transfer from the Classical Studies Department, Eskenazi Museum of Art, Indiana University",https://artmuseum.indiana.edu/collections-online/browse/object.php?number=2000.342.36
2000.342.6,Coin: Denarius with Head of Roma (obv) and Dioscuri (rev),,211–200 BCE,,"Transfer from the Classical Studies Department, Eskenazi Museum of Art, Indiana University",https://artmuseum.indiana.edu/collections-online/browse/object.php?number=2000.342.6
2000.342.14,Coin: As with Head of Janus (obv) and Prow of Ship (rev),,169–158 BCE,,"Transfer from the Classical Studies Department, Eskenazi Museum of Art, Indiana University",https://artmuseum.indiana.edu/collections-online/browse/object.php?number=2000.342.14
2000.342.24,Coin: Denarius with Head of Roma (obv) and Libertas (rev),,Ca. 126 BCE,,"Transfer from the Classical Studies Department, Eskenazi Museum of Art, Indiana University",https://artmuseum.indiana.edu/collections-online/browse/object.php?number=2000.342.24
2000.342.60,Coin: Denarius with Head of Genius Populi Romani (obv) and Eagle (rev),,Ca. 55 BCE,,"Transfer from the Classical Studies Department, Eskenazi Museum of Art, Indiana University",https://artmuseum.indiana.edu/collections-online/browse/object.php?number=2000.342.60
2000.342.77,Coin: As with Bust of Trajan (obv) and Two Trophies (rev),,114–117,,"Transfer from the Classical Studies Department, Eskenazi Museum of Art, Indiana University",https://artmuseum.indiana.edu/collections-online/browse/object.php?number=2000.342.77
2000.342.75,Coin: Sestertius with Head of Octavian (obv.) and  Deified  Head of Caeser (rev),,Ca. 38 BCE,,"Transfer from the Classical Studies Department, Eskenazi Museum of Art, Indiana University",https://artmuseum.indiana.edu/collections-online/browse/object.php?number=2000.342.75
2000.342.71,Coin: Denarius with Head of Roma (obv) and  Cornucopia (rev),,Ca. 46 BCE,,"Transfer from the Classical Studies Department, Eskenazi Museum of Art, Indiana University",https://artmuseum.indiana.edu/collections-online/browse/object.php?number=2000.342.71
2000.342.70,Coin: Denarius with Head of Venus (obv) and Cupid (rev),,Ca. 46 BCE,,"Transfer from the Classical Studies Department, Eskenazi Museum of Art, Indiana University",https://artmuseum.indiana.edu/collections-online/browse/object.php?number=2000.342.70
2000.342.44,Coin: Denarius with Head of  Bacchus (obv) and Pegasus (rev),,Ca. 90 BCE,,"Transfer from the Classical Studies Department, Eskenazi Museum of Art, Indiana University",https://artmuseum.indiana.edu/collections-online/browse/object.php?number=2000.342.44
2000.125,Island Hay,"Thomas Hart Benton (American, 1889–1975)",1946,,"Gift of Doris S. Kellett commemorating the dedication of  the 20th Century Gallery, Eskenazi Museum of Art, Indiana University",https://artmuseum.indiana.edu/collections-online/browse/object.php?number=2000.125
2000.342.118,Coin: AE4 Follis with Bust of Constantius II (obv) and Battle Scene (rev),,351–355,,"Transfer from the Classical Studies Department, Eskenazi Museum of Art, Indiana University",https://artmuseum.indiana.edu/collections-online/browse/object.php?number=2000.342.118
2000.342.40,Coin: Denarius with Head of Juno (obv) and Bull (rev),,105 BCE,,"Transfer from the Classical Studies Department, Eskenazi Museum of Art, Indiana University",https://artmuseum.indiana.edu/collections-online/browse/object.php?number=2000.342.40
2000.342.19,Coin: Denarius with Head of Roma (obv) and Victory (rev),,Ca. 155 BCE,,"Transfer from the Classical Studies Department, Eskenazi Museum of Art, Indiana University",https://artmuseum.indiana.edu/collections-online/browse/object.php?number=2000.342.19
2000.342.46,Coin: Denarius with Head of Roma (obv) and Victory (rev),,Ca. 91 BCE,,"Transfer from the Classical Studies Department, Eskenazi Museum of Art, Indiana University",https://artmuseum.indiana.edu/collections-online/browse/object.php?number=2000.342.46
2000.342.100,Coin: Sestertius with Head of Commodus (obv) and Minerva (rev),,190–191,,"Transfer from the Classical Studies Department, Eskenazi Museum of Art, Indiana University",https://artmuseum.indiana.edu/collections-online/browse/object.php?number=2000.342.100
2000.342.73,Coin: Quinarius with Bust of Victory (obv) and Lion (rev),,Ca. 43 BCE,,"Transfer from the Classical Studies Department, Eskenazi Museum of Art, Indiana University",https://artmuseum.indiana.edu/collections-online/browse/object.php?number=2000.342.73
2000.342.54,Coin: Denarius Serratus with Bust of Ceres (obv) and Ploughman (rev),,Ca. 81 BCE,,"Transfer from the Classical Studies Department, Eskenazi Museum of Art, Indiana University",https://artmuseum.indiana.edu/collections-online/browse/object.php?number=2000.342.54
2000.342.21,Con: Denarius with Head of Roma (obv) and Mars (rev),,Ca. 134 BCE,,"Transfer from the Classical Studies Department, Eskenazi Museum of Art, Indiana University",https://artmuseum.indiana.edu/collections-online/browse/object.php?number=2000.342.21
2000.342.56,Coin: Denarius with Bust of Genius Populi Romani (obv) and Ceremonial Instruments (rev),,76–75 BCE,,"Transfer from the Classical Studies Department, Eskenazi Museum of Art, Indiana University",https://artmuseum.indiana.edu/collections-online/browse/object.php?number=2000.342.56
2000.342.43,Coin: Quinarius with Bust of Victory (obv) and Pegasus (rev),,Ca. 90 BCE,,"Transfer from the Classical Studies Department, Eskenazi Museum of Art, Indiana University",https://artmuseum.indiana.edu/collections-online/browse/object.php?number=2000.342.43
2000.342.39,Coin: Denarius with Head of Juno (obv) and Bull (rev),,Ca. 105 BCE,,"Transfer from the Classical Studies Department, Eskenazi Museum of Art, Indiana University",https://artmuseum.indiana.edu/collections-online/browse/object.php?number=2000.342.39
2000.342.22,Coin: Denarius with Head of Roma (obv) and  Macedonian Shield (rev),,Ca. 127 BCE,,"Transfer from the Classical Studies Department, Eskenazi Museum of Art, Indiana University",https://artmuseum.indiana.edu/collections-online/browse/object.php?number=2000.342.22
2000.342.41,Coin: Denarius with Head of Mars (obv) and Soldiers (rev),,Ca. 103 BCE,,"Transfer from the Classical Studies Department, Eskenazi Museum of Art, Indiana University",https://artmuseum.indiana.edu/collections-online/browse/object.php?number=2000.342.41
2000.342.61,Coin:  Denarius Serratus with Head of Juno (obv) and Woman Feeding Snake (rev),,Ca. 84 BCE,,"Transfer from the Classical Studies Department, Eskenazi Museum of Art, Indiana University",https://artmuseum.indiana.edu/collections-online/browse/object.php?number=2000.342.61
2000.342.59,Coin: Denarius with Head of Apollo (obv) and Horseman (rev),,Ca. 67 BCE,,"Transfer from the Classical Studies Department, Eskenazi Museum of Art, Indiana University",https://artmuseum.indiana.edu/collections-online/browse/object.php?number=2000.342.59
2000.342.45,Coin: As with Head of Janus (obv) and Prow of Ship (rev),,Ca. 89 BCE,,"Transfer from the Classical Studies Department, Eskenazi Museum of Art, Indiana University",https://artmuseum.indiana.edu/collections-online/browse/object.php?number=2000.342.45
2000.342.37,Coin: Denarius with Head of Roma (obv) and Shield (rev),,Ca. 127 BCE,,"Transfer from the Classical Studies Department, Eskenazi Museum of Art, Indiana University",https://artmuseum.indiana.edu/collections-online/browse/object.php?number=2000.342.37
2000.342.47,Coin: Denarius with Head of Bearded Man (obv) and Pegasus (rev),,Ca. 90 BCE,,"Transfer from the Classical Studies Department, Eskenazi Museum of Art, Indiana University",https://artmuseum.indiana.edu/collections-online/browse/object.php?number=2000.342.47
2000.342.35,Coin: Quinarius with Head of Apollo (obv) and Victory (rev),,Ca. 97 BCE,,"Transfer from the Classical Studies Department, Eskenazi Museum of Art, Indiana University",https://artmuseum.indiana.edu/collections-online/browse/object.php?number=2000.342.35
2000.342.79,Coin: Sestertius with  Bust of Hadrian (obv) and Felicitas (rev),,134–138,,"Transfer from the Classical Studies Department, Eskenazi Museum of Art, Indiana University",https://artmuseum.indiana.edu/collections-online/browse/object.php?number=2000.342.79
2000.136,Aquarium,"Max Beckmann (German, 1884–1950)",April 1929,https://piction-web.eas.iu.edu/piction/ump.di?e=8C513B05AC886DC4370F31CC89322C5736AB689FDC76C0139AC43B8B0964D2FE&s=21&se=556580703&v=1&f=xx2000.136_o4.jpg,"Bernhard and Cola Heiden Collection, Eskenazi Museum of Art, Indiana University",https://artmuseum.indiana.edu/collections-online/browse/object.php?number=2000.136
2000.342.8,Coin: As with Head of Janus (obv) and Prow of Ship (rev),,209–208 BCE,,"Transfer from the Classical Studies Department, Eskenazi Museum of Art, Indiana University",https://artmuseum.indiana.edu/collections-online/browse/object.php?number=2000.342.8
2000.342.81,Coin: Denarius with Head of Marcus Aurelius (obv) and Honos (rev),,140–144,,"Transfer from the Classical Studies Department, Eskenazi Museum of Art, Indiana University",https://artmuseum.indiana.edu/collections-online/browse/object.php?number=2000.342.81
2000.154,Untitled,"Samia Halaby (American, born Palestine, 1936)",1968,,"Bernhard and Cola Heiden Collection, Eskenazi Museum of Art, Indiana University",https://artmuseum.indiana.edu/collections-online/browse/object.php?number=2000.154
2000.138,Self-Portrait (Selbstbildnis),"Lovis Corinth (German, 1858–1925)",1917,,"Bernhard and Cola Heiden Collection, Eskenazi Museum of Art, Indiana University",https://artmuseum.indiana.edu/collections-online/browse/object.php?number=2000.138
2000.176,Man's Wrapper,,20th century,,"Gift in honor of Rita and John Grunwald, Eskenazi Museum of Art, Indiana University",https://artmuseum.indiana.edu/collections-online/browse/object.php?number=2000.176
2000.342.85,Coin:  As with Head of Marcus Aurelius (obv) and Pietas (rev),,148–149,,"Transfer from the Classical Studies Department, Eskenazi Museum of Art, Indiana University",https://artmuseum.indiana.edu/collections-online/browse/object.php?number=2000.342.85
2000.342.91,Coin: Denarius with Head of Marcus Aurelius (obv) and Providentia (rev),,161–162,,"Transfer from the Classical Studies Department, Eskenazi Museum of Art, Indiana University",https://artmuseum.indiana.edu/collections-online/browse/object.php?number=2000.342.91
2000.342.9,Coin: Quinarius with the Head of Roma (obv) and Dioscuri (rev),,211–200 BCE,,"Transfer from the Classical Studies Department, Eskenazi Museum of Art, Indiana University",https://artmuseum.indiana.edu/collections-online/browse/object.php?number=2000.342.9
2000.342.84,Coin: Denarius with Head of Marcus Aurelius (obv) and  Providentia (rev),,148–149,,"Transfer from the Classical Studies Department, Eskenazi Museum of Art, Indiana University",https://artmuseum.indiana.edu/collections-online/browse/object.php?number=2000.342.84
2000.342.92,Coin: Denarius with Head of Marcus Aurelius (obv) and Providentia (rev),,Ca. 168,,"Transfer from the Classical Studies Department, Eskenazi Museum of Art, Indiana University",https://artmuseum.indiana.edu/collections-online/browse/object.php?number=2000.342.92
2000.343,Mountain Acid-Tint,"James McGarrell (American, 1930–2020)",1977,,"Bernhard and Cola Heiden Collection, Eskenazi Museum of Art, Indiana University",https://artmuseum.indiana.edu/collections-online/browse/object.php?number=2000.343
2000.342.90,Coin: Sestertius with Head of Antoninus Pius (obv),,138–161,,"Transfer from the Classical Studies Department, Eskenazi Museum of Art, Indiana University",https://artmuseum.indiana.edu/collections-online/browse/object.php?number=2000.342.90
2000.4,[Boy Seated by Fireplace],"John Donaghy (American, 1838–1931)",1895,,"Gift of Hal Pepinsky, Eskenazi Museum of Art, Indiana University",https://artmuseum.indiana.edu/collections-online/browse/object.php?number=2000.4
2000.342.83,Coin: Sestertius with Head of  Antoninus Pius (obv) and  Aequitas (rev),,148–149,,"Transfer from the Classical Studies Department, Eskenazi Museum of Art, Indiana University",https://artmuseum.indiana.edu/collections-online/browse/object.php?number=2000.342.83
2000.6,Headdress,,20th century,,"Gift of Patrick O'Meara, Eskenazi Museum of Art, Indiana University",https://artmuseum.indiana.edu/collections-online/browse/object.php?number=2000.6
2001.112,Couple in Heroic Landscape (Paar in Heroischen Landschaft),"Hermann Albert (German, born 1937)",1984,,"Goodman-Duffy Partnership, Eskenazi Museum of Art, Indiana University",https://artmuseum.indiana.edu/collections-online/browse/object.php?number=2001.112
2001.19,Ornament or Currency (Wafu),,Unknown,,"Gift of Helen L. Wheeler, Eskenazi Museum of Art, Indiana University",https://artmuseum.indiana.edu/collections-online/browse/object.php?number=2001.19
