Id,name,author,relicTime,imageUrl,description,realUrl
87.17.6.2,Out of the Past I,"Henry Holmes Smith (American, 1909–1986)","June 6, 1984",,"Henry Holmes Smith Archive, Eskenazi Museum of Art, Indiana University",https://artmuseum.indiana.edu/collections-online/browse/object.php?number=87.17.6.2
87.17.6.20,Untitled,"Henry Holmes Smith (American, 1909–1986)",1984,,"Henry Holmes Smith Archive, Eskenazi Museum of Art, Indiana University",https://artmuseum.indiana.edu/collections-online/browse/object.php?number=87.17.6.20
87.17.6.22,Shiva,"Henry Holmes Smith (American, 1909–1986)",1983–1986,,"Henry Holmes Smith Archive, Eskenazi Museum of Art, Indiana University",https://artmuseum.indiana.edu/collections-online/browse/object.php?number=87.17.6.22
87.17.6.23,Shiva,"Henry Holmes Smith (American, 1909–1986)",1983–1986,,"Henry Holmes Smith Archive, Eskenazi Museum of Art, Indiana University",https://artmuseum.indiana.edu/collections-online/browse/object.php?number=87.17.6.23
87.17.6.21,Ulysses and Cyclops Variation,"Henry Holmes Smith (American, 1909–1986)","January 30, 1986",,"Henry Holmes Smith Archive, Eskenazi Museum of Art, Indiana University",https://artmuseum.indiana.edu/collections-online/browse/object.php?number=87.17.6.21
87.17.6.24,"Combination of ""Giant"" and ""Man and Wife""","Henry Holmes Smith (American, 1909–1986)","August 17, 1983",,"Henry Holmes Smith Archive, Eskenazi Museum of Art, Indiana University",https://artmuseum.indiana.edu/collections-online/browse/object.php?number=87.17.6.24
87.17.6.25,Growing Up II,"Henry Holmes Smith (American, 1909–1986)",February 1972,,"Henry Holmes Smith Archive, Eskenazi Museum of Art, Indiana University",https://artmuseum.indiana.edu/collections-online/browse/object.php?number=87.17.6.25
87.17.14.9,Royal Pair,"Henry Holmes Smith (American, 1909–1986)","December 1, 1978",,"Henry Holmes Smith Archive, Eskenazi Museum of Art, Indiana University",https://artmuseum.indiana.edu/collections-online/browse/object.php?number=87.17.14.9
87.17.15.1,Diana,"Henry Holmes Smith (American, 1909–1986)","February 7, 1986",,"Henry Holmes Smith Archive, Eskenazi Museum of Art, Indiana University",https://artmuseum.indiana.edu/collections-online/browse/object.php?number=87.17.15.1
87.17.15.2,Untitled (Light Study),"Henry Holmes Smith (American, 1909–1986)","March 6, 1972",,"Henry Holmes Smith Archive, Eskenazi Museum of Art, Indiana University",https://artmuseum.indiana.edu/collections-online/browse/object.php?number=87.17.15.2
87.17.15.3,Light Study,"Henry Holmes Smith (American, 1909–1986)",1946,,"Henry Holmes Smith Archive, Eskenazi Museum of Art, Indiana University",https://artmuseum.indiana.edu/collections-online/browse/object.php?number=87.17.15.3
87.17.2.1,Grotesque,"Henry Holmes Smith (American, 1909–1986)",1971–1975,,"Henry Holmes Smith Archive, Eskenazi Museum of Art, Indiana University",https://artmuseum.indiana.edu/collections-online/browse/object.php?number=87.17.2.1
87.17.2.2,Grotesque,"Henry Holmes Smith (American, 1909–1986)",1971–1975,,"Henry Holmes Smith Archive, Eskenazi Museum of Art, Indiana University",https://artmuseum.indiana.edu/collections-online/browse/object.php?number=87.17.2.2
87.17.3.1,Untitled (Silhouette with Hand),"Henry Holmes Smith (American, 1909–1986)",Ca. 1960,,"Henry Holmes Smith Archive, Eskenazi Museum of Art, Indiana University",https://artmuseum.indiana.edu/collections-online/browse/object.php?number=87.17.3.1
87.17.3.2,Untitled (Silhouette of hand on textured paper),"Henry Holmes Smith (American, 1909–1986)",Ca. 1960,,"Henry Holmes Smith Archive, Eskenazi Museum of Art, Indiana University",https://artmuseum.indiana.edu/collections-online/browse/object.php?number=87.17.3.2
87.17.4.1,Untitled,"Henry Holmes Smith (American, 1909–1986)","July 13, 1979",,"Henry Holmes Smith Archive, Eskenazi Museum of Art, Indiana University",https://artmuseum.indiana.edu/collections-online/browse/object.php?number=87.17.4.1
87.17.4.10,Untitled,"Henry Holmes Smith (American, 1909–1986)","July 25, 1979",,"Henry Holmes Smith Archive, Eskenazi Museum of Art, Indiana University",https://artmuseum.indiana.edu/collections-online/browse/object.php?number=87.17.4.10
87.17.13.5,Mother and Son,"Henry Holmes Smith (American, 1909–1986)",1976–1977,,"Henry Holmes Smith Archive, Eskenazi Museum of Art, Indiana University",https://artmuseum.indiana.edu/collections-online/browse/object.php?number=87.17.13.5
87.17.13.49,Royal Pair,"Henry Holmes Smith (American, 1909–1986)",1976–1977,,"Henry Holmes Smith Archive, Eskenazi Museum of Art, Indiana University",https://artmuseum.indiana.edu/collections-online/browse/object.php?number=87.17.13.49
87.17.13.51,Royal Pair,"Henry Holmes Smith (American, 1909–1986)",1976–1977,,"Henry Holmes Smith Archive, Eskenazi Museum of Art, Indiana University",https://artmuseum.indiana.edu/collections-online/browse/object.php?number=87.17.13.51
87.17.13.7,Mother and Son,"Henry Holmes Smith (American, 1909–1986)",1976–1977,,"Henry Holmes Smith Archive, Eskenazi Museum of Art, Indiana University",https://artmuseum.indiana.edu/collections-online/browse/object.php?number=87.17.13.7
87.17.13.50,Royal Pair,"Henry Holmes Smith (American, 1909–1986)",1976–1977,,"Henry Holmes Smith Archive, Eskenazi Museum of Art, Indiana University",https://artmuseum.indiana.edu/collections-online/browse/object.php?number=87.17.13.50
87.17.13.6,Mother and Son,"Henry Holmes Smith (American, 1909–1986)",1976–1977,,"Henry Holmes Smith Archive, Eskenazi Museum of Art, Indiana University",https://artmuseum.indiana.edu/collections-online/browse/object.php?number=87.17.13.6
87.17.13.8,Mother and Son,"Henry Holmes Smith (American, 1909–1986)",1976–1977,,"Henry Holmes Smith Archive, Eskenazi Museum of Art, Indiana University",https://artmuseum.indiana.edu/collections-online/browse/object.php?number=87.17.13.8
87.17.5,Florence,"Henry Holmes Smith (American, 1909–1986)",1970,,"Henry Holmes Smith Archive, Eskenazi Museum of Art, Indiana University",https://artmuseum.indiana.edu/collections-online/browse/object.php?number=87.17.5
87.17.14.10,Royal Pair,"Henry Holmes Smith (American, 1909–1986)","January 14, 1979",,"Henry Holmes Smith Archive, Eskenazi Museum of Art, Indiana University",https://artmuseum.indiana.edu/collections-online/browse/object.php?number=87.17.14.10
87.17.4.9,Untitled,"Henry Holmes Smith (American, 1909–1986)","July 25, 1979",,"Henry Holmes Smith Archive, Eskenazi Museum of Art, Indiana University",https://artmuseum.indiana.edu/collections-online/browse/object.php?number=87.17.4.9
87.17.14.1,Pair II,"Henry Holmes Smith (American, 1909–1986)",1976,,"Henry Holmes Smith Archive, Eskenazi Museum of Art, Indiana University",https://artmuseum.indiana.edu/collections-online/browse/object.php?number=87.17.14.1
87.17.6.1,Out of the Past II,"Henry Holmes Smith (American, 1909–1986)","June 5, 1984",,"Henry Holmes Smith Archive, Eskenazi Museum of Art, Indiana University",https://artmuseum.indiana.edu/collections-online/browse/object.php?number=87.17.6.1
87.17.13.9,Mother and Son,"Henry Holmes Smith (American, 1909–1986)",1976–1977,,"Henry Holmes Smith Archive, Eskenazi Museum of Art, Indiana University",https://artmuseum.indiana.edu/collections-online/browse/object.php?number=87.17.13.9
87.17.6.10,Portrait with Vision,"Henry Holmes Smith (American, 1909–1986)",1984,,"Henry Holmes Smith Archive, Eskenazi Museum of Art, Indiana University",https://artmuseum.indiana.edu/collections-online/browse/object.php?number=87.17.6.10
87.17.6.11,Portrait with Spirit,"Henry Holmes Smith (American, 1909–1986)","June 5, 1984",,"Henry Holmes Smith Archive, Eskenazi Museum of Art, Indiana University",https://artmuseum.indiana.edu/collections-online/browse/object.php?number=87.17.6.11
87.17.6.12,Portrait with Spirit,"Henry Holmes Smith (American, 1909–1986)",1984,,"Henry Holmes Smith Archive, Eskenazi Museum of Art, Indiana University",https://artmuseum.indiana.edu/collections-online/browse/object.php?number=87.17.6.12
87.17.6.15,Light Study,"Henry Holmes Smith (American, 1909–1986)","April 18, 1984",,"Henry Holmes Smith Archive, Eskenazi Museum of Art, Indiana University",https://artmuseum.indiana.edu/collections-online/browse/object.php?number=87.17.6.15
87.17.6.13,Light Study,"Henry Holmes Smith (American, 1909–1986)",1984,,"Henry Holmes Smith Archive, Eskenazi Museum of Art, Indiana University",https://artmuseum.indiana.edu/collections-online/browse/object.php?number=87.17.6.13
87.17.6.16,Light Study,"Henry Holmes Smith (American, 1909–1986)","April 18, 1984",,"Henry Holmes Smith Archive, Eskenazi Museum of Art, Indiana University",https://artmuseum.indiana.edu/collections-online/browse/object.php?number=87.17.6.16
87.17.6.35,"Combination of ""Giant"" with ""Man and Wife""","Henry Holmes Smith (American, 1909–1986)",1983–1986,,"Henry Holmes Smith Archive, Eskenazi Museum of Art, Indiana University",https://artmuseum.indiana.edu/collections-online/browse/object.php?number=87.17.6.35
87.17.6.14,Light Study,"Henry Holmes Smith (American, 1909–1986)",1984,,"Henry Holmes Smith Archive, Eskenazi Museum of Art, Indiana University",https://artmuseum.indiana.edu/collections-online/browse/object.php?number=87.17.6.14
87.17.6.38,Royal Pair,"Henry Holmes Smith (American, 1909–1986)","November 11, 1976",,"Henry Holmes Smith Archive, Eskenazi Museum of Art, Indiana University",https://artmuseum.indiana.edu/collections-online/browse/object.php?number=87.17.6.38
87.17.6.36,Skylights,"Henry Holmes Smith (American, 1909–1986)",1983–1986,,"Henry Holmes Smith Archive, Eskenazi Museum of Art, Indiana University",https://artmuseum.indiana.edu/collections-online/browse/object.php?number=87.17.6.36
87.17.6.37,Royal Pair,"Henry Holmes Smith (American, 1909–1986)",1984,,"Henry Holmes Smith Archive, Eskenazi Museum of Art, Indiana University",https://artmuseum.indiana.edu/collections-online/browse/object.php?number=87.17.6.37
87.17.6.4,Oracle and Onager,"Henry Holmes Smith (American, 1909–1986)","June 12, 1984",,"Henry Holmes Smith Archive, Eskenazi Museum of Art, Indiana University",https://artmuseum.indiana.edu/collections-online/browse/object.php?number=87.17.6.4
87.17.6.39,Royal Pair,"Henry Holmes Smith (American, 1909–1986)","January 17, 1986",,"Henry Holmes Smith Archive, Eskenazi Museum of Art, Indiana University",https://artmuseum.indiana.edu/collections-online/browse/object.php?number=87.17.6.39
87.17.6.41,Dancers,"Henry Holmes Smith (American, 1909–1986)","January 24, 1972",,"Henry Holmes Smith Archive, Eskenazi Museum of Art, Indiana University",https://artmuseum.indiana.edu/collections-online/browse/object.php?number=87.17.6.41
87.17.6.40,Pair II,"Henry Holmes Smith (American, 1909–1986)",1983–1986,,"Henry Holmes Smith Archive, Eskenazi Museum of Art, Indiana University",https://artmuseum.indiana.edu/collections-online/browse/object.php?number=87.17.6.40
87.17.6.42,Dancers,"Henry Holmes Smith (American, 1909–1986)",1983–1986,,"Henry Holmes Smith Archive, Eskenazi Museum of Art, Indiana University",https://artmuseum.indiana.edu/collections-online/browse/object.php?number=87.17.6.42
87.17.6.43,Dancers,"Henry Holmes Smith (American, 1909–1986)","June 28, 1984",,"Henry Holmes Smith Archive, Eskenazi Museum of Art, Indiana University",https://artmuseum.indiana.edu/collections-online/browse/object.php?number=87.17.6.43
87.17.14.11,Royal Pair,"Henry Holmes Smith (American, 1909–1986)",1979–1982,,"Henry Holmes Smith Archive, Eskenazi Museum of Art, Indiana University",https://artmuseum.indiana.edu/collections-online/browse/object.php?number=87.17.14.11
87.17.14.12,Royal Pair,"Henry Holmes Smith (American, 1909–1986)","August 11, 1982",,"Henry Holmes Smith Archive, Eskenazi Museum of Art, Indiana University",https://artmuseum.indiana.edu/collections-online/browse/object.php?number=87.17.14.12
87.17.14.14,Royal Pair,"Henry Holmes Smith (American, 1909–1986)","April 15, 1982",,"Henry Holmes Smith Archive, Eskenazi Museum of Art, Indiana University",https://artmuseum.indiana.edu/collections-online/browse/object.php?number=87.17.14.14
87.17.14.16,Royal Pair,"Henry Holmes Smith (American, 1909–1986)","April 15, 1982",,"Henry Holmes Smith Archive, Eskenazi Museum of Art, Indiana University",https://artmuseum.indiana.edu/collections-online/browse/object.php?number=87.17.14.16
87.17.14.15,Royal Pair,"Henry Holmes Smith (American, 1909–1986)","March 31, 1982",,"Henry Holmes Smith Archive, Eskenazi Museum of Art, Indiana University",https://artmuseum.indiana.edu/collections-online/browse/object.php?number=87.17.14.15
87.17.14.13,Royal Pair,"Henry Holmes Smith (American, 1909–1986)","April 15, 1982",,"Henry Holmes Smith Archive, Eskenazi Museum of Art, Indiana University",https://artmuseum.indiana.edu/collections-online/browse/object.php?number=87.17.14.13
87.17.14.17,Royal Pair,"Henry Holmes Smith (American, 1909–1986)","April 19, 1982",,"Henry Holmes Smith Archive, Eskenazi Museum of Art, Indiana University",https://artmuseum.indiana.edu/collections-online/browse/object.php?number=87.17.14.17
87.17.14.18,Royal Pair,"Henry Holmes Smith (American, 1909–1986)","December 1, 1978",,"Henry Holmes Smith Archive, Eskenazi Museum of Art, Indiana University",https://artmuseum.indiana.edu/collections-online/browse/object.php?number=87.17.14.18
87.17.14.2,Giant,"Henry Holmes Smith (American, 1909–1986)","April 19, 1982",,"Henry Holmes Smith Archive, Eskenazi Museum of Art, Indiana University",https://artmuseum.indiana.edu/collections-online/browse/object.php?number=87.17.14.2
87.17.14.19,Royal Pair,"Henry Holmes Smith (American, 1909–1986)","August 3, 1982",,"Henry Holmes Smith Archive, Eskenazi Museum of Art, Indiana University",https://artmuseum.indiana.edu/collections-online/browse/object.php?number=87.17.14.19
87.17.9.3,Light Study,"Henry Holmes Smith (American, 1909–1986)",1970,,"Henry Holmes Smith Archive, Eskenazi Museum of Art, Indiana University",https://artmuseum.indiana.edu/collections-online/browse/object.php?number=87.17.9.3
87.17.9.4,Light Study,"Henry Holmes Smith (American, 1909–1986)","November 9, 1983",,"Henry Holmes Smith Archive, Eskenazi Museum of Art, Indiana University",https://artmuseum.indiana.edu/collections-online/browse/object.php?number=87.17.9.4
87.17.9.6,Light Study,"Henry Holmes Smith (American, 1909–1986)","August 26, 1983",,"Henry Holmes Smith Archive, Eskenazi Museum of Art, Indiana University",https://artmuseum.indiana.edu/collections-online/browse/object.php?number=87.17.9.6
87.17.9.5,Light Study,"Henry Holmes Smith (American, 1909–1986)",1975–1983,,"Henry Holmes Smith Archive, Eskenazi Museum of Art, Indiana University",https://artmuseum.indiana.edu/collections-online/browse/object.php?number=87.17.9.5
87.19.11,Wall Study for Cultural Panel 1 and Industrial Panel 1,"Thomas Hart Benton (American, 1889–1975)",1933,,"Eskenazi Museum of Art, Indiana University",https://artmuseum.indiana.edu/collections-online/browse/object.php?number=87.19.11
87.19.10,"Squared Plan for Cultural Panel 11, ""Indiana Puts Her Trust in Thought""","Thomas Hart Benton (American, 1889–1975)",1933,,"Eskenazi Museum of Art, Indiana University",https://artmuseum.indiana.edu/collections-online/browse/object.php?number=87.19.10
87.19.1,"Nurse; Study of Shoes, Studies for Cultural Panel 10, ""Parks, the Circus, the Klan, the Press""","Thomas Hart Benton (American, 1889–1975)",1933,,"Eskenazi Museum of Art, Indiana University",https://artmuseum.indiana.edu/collections-online/browse/object.php?number=87.19.1
87.19.12,"Plan for Cultural Panel 10, ""Parks, the Circus, the Klan, the Press""","Thomas Hart Benton (American, 1889–1975)",1933,,"Eskenazi Museum of Art, Indiana University",https://artmuseum.indiana.edu/collections-online/browse/object.php?number=87.19.12
87.19.24,"Recto: Scientist, Study for Cultural Panel 4, ""Early Schools...Communities""; Verso: Portion of Large Squared Drawing for Industrial Panel 9","Thomas Hart Benton (American, 1889–1975)",1933,,"Eskenazi Museum of Art, Indiana University",https://artmuseum.indiana.edu/collections-online/browse/object.php?number=87.19.24
87.19.13,"Governor  Paul V. McNutt, Study for Cultural Panel 11, ""Indiana Puts Her Trust in Thought""","Thomas Hart Benton (American, 1889–1975)",1933,,"Eskenazi Museum of Art, Indiana University",https://artmuseum.indiana.edu/collections-online/browse/object.php?number=87.19.13
87.19.26,"Boatman; Study on Left Leg, Studies for Industrial Panel 5, ""Internal Improvements""","Thomas Hart Benton (American, 1889–1975)",1933,,"Eskenazi Museum of Art, Indiana University",https://artmuseum.indiana.edu/collections-online/browse/object.php?number=87.19.26
87.19.27,"Corn Stalks, Study for Industrial Panel 7, ""Expansion""","Thomas Hart Benton (American, 1889–1975)",1933,,"Eskenazi Museum of Art, Indiana University",https://artmuseum.indiana.edu/collections-online/browse/object.php?number=87.19.27
87.19.28,"Horse, Study for Cultural Panel 7, ""Woman's Place""","Thomas Hart Benton (American, 1889–1975)",1933,,"Eskenazi Museum of Art, Indiana University",https://artmuseum.indiana.edu/collections-online/browse/object.php?number=87.19.28
87.19.30,"Kneeling Indian; Study for Cultural Panel 2, ""The French""","Thomas Hart Benton (American, 1889–1975)",1933,,"Eskenazi Museum of Art, Indiana University",https://artmuseum.indiana.edu/collections-online/browse/object.php?number=87.19.30
87.19.31,"Pioneer Woman with Arms Raised, Study for Cultural Panel 3, ""Frontier Life""","Thomas Hart Benton (American, 1889–1975)",1933,,"Eskenazi Museum of Art, Indiana University",https://artmuseum.indiana.edu/collections-online/browse/object.php?number=87.19.31
87.19.32,"Fur Trapper, Study for Cultural Panel 2, ""The French""","Thomas Hart Benton (American, 1889–1975)",1933,,"Eskenazi Museum of Art, Indiana University",https://artmuseum.indiana.edu/collections-online/browse/object.php?number=87.19.32
87.19.61,"City Girl, Study for Cultural Panel 9, ""Colleges and City Life""","Thomas Hart Benton (American, 1889–1975)",1933,,"Eskenazi Museum of Art, Indiana University",https://artmuseum.indiana.edu/collections-online/browse/object.php?number=87.19.61
87.19.62,"Newton Reeves, Study for Industrial Panel 3, ""Pioneers""","Thomas Hart Benton (American, 1889–1975)",1933,,"Eskenazi Museum of Art, Indiana University",https://artmuseum.indiana.edu/collections-online/browse/object.php?number=87.19.62
87.19.64,"Pioneer Plowman, Study for Industrial Panel 4, ""Home Industry""","Thomas Hart Benton (American, 1889–1975)",1933,,"Eskenazi Museum of Art, Indiana University",https://artmuseum.indiana.edu/collections-online/browse/object.php?number=87.19.64
87.19.65,"Pioneer Woman, Study for Industrial Panel 4, ""Home Industry""","Thomas Hart Benton (American, 1889–1975)",1933,,"Eskenazi Museum of Art, Indiana University",https://artmuseum.indiana.edu/collections-online/browse/object.php?number=87.19.65
87.19.69,"Signs and Books, Early Sketch for Cultural Panel 8 ""Leisure and Literature""","Thomas Hart Benton (American, 1889–1975)",1933,,"Eskenazi Museum of Art, Indiana University",https://artmuseum.indiana.edu/collections-online/browse/object.php?number=87.19.69
87.19.67,"Ivy Lucas, Study for Industrial Panel 4, ""Home Industry""","Thomas Hart Benton (American, 1889–1975)",1933,,"Eskenazi Museum of Art, Indiana University",https://artmuseum.indiana.edu/collections-online/browse/object.php?number=87.19.67
87.19.68,"Francis Godfroy, Jr.; Study of Indian Hairstyle","Thomas Hart Benton (American, 1889–1975)",1933,,"Eskenazi Museum of Art, Indiana University",https://artmuseum.indiana.edu/collections-online/browse/object.php?number=87.19.68
87.19.15,Circus Girl,"Thomas Hart Benton (American, 1889–1975)",1933,,"Eskenazi Museum of Art, Indiana University",https://artmuseum.indiana.edu/collections-online/browse/object.php?number=87.19.15
87.19.16,"Circus Girl; Study of Hands, Studies for Cultural Panel 10, ""Parks, the Circus, the Klan, the Press""","Thomas Hart Benton (American, 1889–1975)",1933,,"Eskenazi Museum of Art, Indiana University",https://artmuseum.indiana.edu/collections-online/browse/object.php?number=87.19.16
87.19.17,"Recto: Black Slave, Study for Cultural Panel 5, ""Reformers and Squatters""; Verso: Portion of Large Squared Drawing for Industrial Panels 8 and 9","Thomas Hart Benton (American, 1889–1975)",1933,,"Eskenazi Museum of Art, Indiana University",https://artmuseum.indiana.edu/collections-online/browse/object.php?number=87.19.17
87.19.18,"Arnie Floyd, Study for Cultural Panel 6, ""Old Time Doctor and the Grange""","Thomas Hart Benton (American, 1889–1975)",1933,,"Eskenazi Museum of Art, Indiana University",https://artmuseum.indiana.edu/collections-online/browse/object.php?number=87.19.18
87.19.2,"Standing Pioneer Woman, Study for Cultural Panel 5, ""Reformers and Squatters""","Thomas Hart Benton (American, 1889–1975)",1933,,"Eskenazi Museum of Art, Indiana University",https://artmuseum.indiana.edu/collections-online/browse/object.php?number=87.19.2
87.19.19,"Civil War Wife, Study for Industrial Panel 6, ""Civil War""","Thomas Hart Benton (American, 1889–1975)",1933,,"Eskenazi Museum of Art, Indiana University",https://artmuseum.indiana.edu/collections-online/browse/object.php?number=87.19.19
87.19.25,Squared Plan for Cultural Panels 4 and 5,"Thomas Hart Benton (American, 1889–1975)",1933,,"Eskenazi Museum of Art, Indiana University",https://artmuseum.indiana.edu/collections-online/browse/object.php?number=87.19.25
87.19.23,"New Mother, Study for Cultural Panel 6, ""Old Time Doctor and the Grange""","Thomas Hart Benton (American, 1889–1975)",1933,,"Eskenazi Museum of Art, Indiana University",https://artmuseum.indiana.edu/collections-online/browse/object.php?number=87.19.23
87.17.6.45,Man and Wife,"Henry Holmes Smith (American, 1909–1986)",1984,,"Henry Holmes Smith Archive, Eskenazi Museum of Art, Indiana University",https://artmuseum.indiana.edu/collections-online/browse/object.php?number=87.17.6.45
87.19.14,"Denny Dilley, Study for Cultural Panel 4, ""Early Schools...Communities""","Thomas Hart Benton (American, 1889–1975)",1933,,"Eskenazi Museum of Art, Indiana University",https://artmuseum.indiana.edu/collections-online/browse/object.php?number=87.19.14
87.17.6.44,Man and Wife,"Henry Holmes Smith (American, 1909–1986)","April 5, 1977",,"Henry Holmes Smith Archive, Eskenazi Museum of Art, Indiana University",https://artmuseum.indiana.edu/collections-online/browse/object.php?number=87.17.6.44
87.17.6.46,Small Poster for a Heavenly Circus,"Henry Holmes Smith (American, 1909–1986)","March 8, 1975",,"Henry Holmes Smith Archive, Eskenazi Museum of Art, Indiana University",https://artmuseum.indiana.edu/collections-online/browse/object.php?number=87.17.6.46
87.17.6.47,Small Poster for a Heavenly Circus,"Henry Holmes Smith (American, 1909–1986)","March 20, 1975",,"Henry Holmes Smith Archive, Eskenazi Museum of Art, Indiana University",https://artmuseum.indiana.edu/collections-online/browse/object.php?number=87.17.6.47
87.17.6.49,Diana,"Henry Holmes Smith (American, 1909–1986)","February 4, 1986",,"Henry Holmes Smith Archive, Eskenazi Museum of Art, Indiana University",https://artmuseum.indiana.edu/collections-online/browse/object.php?number=87.17.6.49
87.17.6.5,Ulysses and Cyclops,"Henry Holmes Smith (American, 1909–1986)","January 23, 1986",,"Henry Holmes Smith Archive, Eskenazi Museum of Art, Indiana University",https://artmuseum.indiana.edu/collections-online/browse/object.php?number=87.17.6.5
87.17.6.50,Diana,"Henry Holmes Smith (American, 1909–1986)","February 7, 1986",,"Henry Holmes Smith Archive, Eskenazi Museum of Art, Indiana University",https://artmuseum.indiana.edu/collections-online/browse/object.php?number=87.17.6.50
87.19.29,"Corydon State Capital Building; Study of Woman's Face and Indian Headress, Study for Cultural Panel 3, ""Frontier Life""","Thomas Hart Benton (American, 1889–1975)",1933,,"Eskenazi Museum of Art, Indiana University",https://artmuseum.indiana.edu/collections-online/browse/object.php?number=87.19.29
87.17.6.51,"Grotesque, Crimson","Henry Holmes Smith (American, 1909–1986)","December 30, 1983",,"Henry Holmes Smith Archive, Eskenazi Museum of Art, Indiana University",https://artmuseum.indiana.edu/collections-online/browse/object.php?number=87.17.6.51
87.19.3,"Harry Bell, Study for Industrial Panel 7, ""Expansion""","Thomas Hart Benton (American, 1889–1975)",1933,,"Eskenazi Museum of Art, Indiana University",https://artmuseum.indiana.edu/collections-online/browse/object.php?number=87.19.3
87.17.6.52,Grotesque,"Henry Holmes Smith (American, 1909–1986)","February 7, 1975",,"Henry Holmes Smith Archive, Eskenazi Museum of Art, Indiana University",https://artmuseum.indiana.edu/collections-online/browse/object.php?number=87.17.6.52
87.17.6.48,Small Poster for a Heavenly Circus,"Henry Holmes Smith (American, 1909–1986)","February 6, 1986",,"Henry Holmes Smith Archive, Eskenazi Museum of Art, Indiana University",https://artmuseum.indiana.edu/collections-online/browse/object.php?number=87.17.6.48
87.19.60,"Charles Bradley, Study for Industrial Panel 10, ""Electric Power, Motor-Cars, Steel""","Thomas Hart Benton (American, 1889–1975)",1933,,"Eskenazi Museum of Art, Indiana University",https://artmuseum.indiana.edu/collections-online/browse/object.php?number=87.19.60
87.19.63,"Mrs. H.K. Roberts, Study for Industrial Panel 3, ""Pioneers""","Thomas Hart Benton (American, 1889–1975)",1933,,"Eskenazi Museum of Art, Indiana University",https://artmuseum.indiana.edu/collections-online/browse/object.php?number=87.19.63
87.19.34,"Indian Heads, Study for Industrial Panel 3/Portion of Large Squared Drawing for Industrial Panel 11","Thomas Hart Benton (American, 1889–1975)",1933,,"Eskenazi Museum of Art, Indiana University",https://artmuseum.indiana.edu/collections-online/browse/object.php?number=87.19.34
87.19.35,"Indian Squaw Making Pottery, Study for Industrial Panel 1, ""The Indians""","Thomas Hart Benton (American, 1889–1975)",1933,,"Eskenazi Museum of Art, Indiana University",https://artmuseum.indiana.edu/collections-online/browse/object.php?number=87.19.35
87.19.37,"Torchlight Parade Marcher; Map of ""The Circle"" in Indianapolis, Study for Cultural Panel 9, ""Colleges and City Life""","Thomas Hart Benton (American, 1889–1975)",1933,,"Eskenazi Museum of Art, Indiana University",https://artmuseum.indiana.edu/collections-online/browse/object.php?number=87.19.37
87.19.66,"Spring Hill State Park, Study for Industrial Panel 4, ""Home Industry""","Thomas Hart Benton (American, 1889–1975)",1933,,"Eskenazi Museum of Art, Indiana University",https://artmuseum.indiana.edu/collections-online/browse/object.php?number=87.19.66
87.19.36,"College Graduate/Professor; Study of Right Shoe, Study for Cultural Panel 9, ""Colleges and City Life""","Thomas Hart Benton (American, 1889–1975)",1933,,"Eskenazi Museum of Art, Indiana University",https://artmuseum.indiana.edu/collections-online/browse/object.php?number=87.19.36
87.19.38,"Steamboat; Men's Head Studies/Man's Head, Studies for Industrial Panel 5, ""Internal Improvements""","Thomas Hart Benton (American, 1889–1975)",1933,,"Eskenazi Museum of Art, Indiana University",https://artmuseum.indiana.edu/collections-online/browse/object.php?number=87.19.38
87.19.39,"Henry ""Catfish"" Reynolds, Study for Cultural Panel 3, ""Frontier Life""","Thomas Hart Benton (American, 1889–1975)",1933,,"Eskenazi Museum of Art, Indiana University",https://artmuseum.indiana.edu/collections-online/browse/object.php?number=87.19.39
87.19.4,"Baby, Study for Cultural Panel 10, ""Parks, the Circus, the Klan, the Press""","Thomas Hart Benton (American, 1889–1975)",1933,,"Eskenazi Museum of Art, Indiana University",https://artmuseum.indiana.edu/collections-online/browse/object.php?number=87.19.4
87.19.40,"Squared Plan for Cultural Panel 8, ""Leisure and Literature,"" and Cultural Panel 9, ""Colleges and City Life""","Thomas Hart Benton (American, 1889–1975)",1933,,"Eskenazi Museum of Art, Indiana University",https://artmuseum.indiana.edu/collections-online/browse/object.php?number=87.19.40
87.19.41,"Recto: Mound Builder Carrying Container, Study for Cultural Panel 1, ""Mound Builders""                                      Verso: Small upside down man's head","Thomas Hart Benton (American, 1889–1975)",1933,,"Eskenazi Museum of Art, Indiana University",https://artmuseum.indiana.edu/collections-online/browse/object.php?number=87.19.41
87.19.20,"Modern Steel Worker, Study for Industrial Panel 11, ""Indiana Puts Her Trust in Work""","Thomas Hart Benton (American, 1889–1975)",1933,,"Eskenazi Museum of Art, Indiana University",https://artmuseum.indiana.edu/collections-online/browse/object.php?number=87.19.20
87.19.21,"Photographer, Study for Cultural Panel 10, ""Parks, the Circus, the Klan, the Press""","Thomas Hart Benton (American, 1889–1975)",1933,,"Eskenazi Museum of Art, Indiana University",https://artmuseum.indiana.edu/collections-online/browse/object.php?number=87.19.21
87.19.22,"Pioneer Beauty, Study for Cultural Panel 3, ""Frontier Life""","Thomas Hart Benton (American, 1889–1975)",1933,,"Eskenazi Museum of Art, Indiana University",https://artmuseum.indiana.edu/collections-online/browse/object.php?number=87.19.22
