collectTexture
瓷
陶
"铜,其他无机质"
"棉麻纤维,其他有机质"
""
铜
纸
木
丝
皮革
"竹,毛,石"
宝玉石
"纸,骨角牙"
"木,其他有机质"
"丝,棉麻纤维,玻璃"
"竹,纸"
"竹,纸,其他有机质"
其他金属
"木,棉麻纤维,其他植物质"
"木,其他金属"
"木,皮革,铜,其他无机质"
"棉麻纤维,其他有机质,其他金属"
铁
"木,铁"
其他有机质
"木,其他有机质,银"
"木,银"
砖瓦
其他无机质
竹
其他植物质
"丝,棉麻纤维,银,其他无机质"
骨角牙
泥
银
"竹,瓷"
石
"玻璃,金,银"
"金,银"
"铜,金"
"毛,丝,皮革"
"木,铜"
棉麻纤维
"玻璃,铜,其他无机质"
"玻璃,铜,其他金属"
"木,皮革,铁,其他金属"
"木,其他有机质,玻璃"
"骨角牙,铜"
"铜,宝玉石,其他无机质"
"铜,宝玉石"
"铜,其他金属"
"纸,其他植物质"
"银,其他金属"
"皮革,其他有机质"
"木,毛,其他有机质"
"木,石"
"棉麻纤维,其他有机质,铜"
"其他有机质,其他无机质"
"棉麻纤维,其他动物质,其他有机质,金,银"
"木,其他动物质,石"
"木,其他有机质,铜"
"木,纸"
"木,骨角牙,其他有机质"
玻璃
"丝,其他金属"
"骨角牙,其他有机质,铜"
"木,其他动物质,其他有机质"
毛
"纸,丝"
其他动物质
"木,瓷"
"宝玉石,银"
"木,纸,银"
"其他动物质,宝玉石"
"丝,骨角牙"
"木,宝玉石"
"木,棉麻纤维,铜"
"铜,银"
"丝,棉麻纤维"
"木,丝"
"铜,宝玉石,金"
"木,骨角牙"
"玻璃,其他无机质"
金
"铁,铜"
"棉麻纤维,铜"
"毛,瓷"
"骨角牙,其他植物质"
"木,其他植物质"
"木,毛,骨角牙"
"棉麻纤维,铜,其他无机质"
"其他有机质,其他金属"
"皮革,其他金属"
"木,纸,其他植物质"
"皮革,玻璃,铜,宝玉石,其他无机质"
"木,皮革,其他有机质"
"竹,银"
"玻璃,铜"
"木,棉麻纤维,铁,铜,宝玉石,金"
"皮革,铁,铜"
"木,竹"
"木,皮革,铁,银"
"铁,银"
"其他植物质,其他有机质"
"棉麻纤维,其他动物质,其他有机质"
"其他有机质,石"
"其他有机质,铁"
"木,金"
"竹,棉麻纤维"
"棉麻纤维,其他有机质,金"
"纸,棉麻纤维"
"玻璃,其他金属"
"金,其他无机质"
"竹,毛,铜"
"骨角牙,铜,宝玉石"
"丝,其他有机质"
"铜,宝玉石,金,其他无机质"
"宝玉石,金"
"铁,金,银"
"丝,其他无机质"
"木,丝,其他植物质"
"木,丝,宝玉石"
"丝,宝玉石"
"骨角牙,金"
"木,纸,毛,宝玉石"
"毛,丝"
"铜,宝玉石,银"
"铜,金,银"
"玻璃,铜,宝玉石,金"
"竹,其他有机质"
"玻璃,铜,宝玉石"
"木,丝,其他有机质"
"石,玻璃,宝玉石"
"其他有机质,金"
"玻璃,宝玉石,金"
"丝,金"
"木,其他植物质,铜"
"玻璃,银"
"其他有机质,宝玉石"
"木,其他有机质,银,其他无机质"
"木,竹,其他有机质"
"玻璃,宝玉石,其他无机质"
"木,金,银"
"木,皮革,其他植物质,玻璃,银,其他金属"
"丝,金,银"
"木,铁,铜"
"骨角牙,瓷,陶"
"铁,金"
"木,铜,金"
"木,铜,金,其他无机质"
"玻璃,宝玉石"
"石,陶"
"石,铜"
"砖瓦,陶"
"竹,其他动物质,其他有机质"
"骨角牙,铜,金"
"铜,宝玉石,金,银"
"宝玉石,金,银"
